1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,QC_1-00005,QC_2-00003,QC_3-00004,B_1,B_2,B_3,features
3.1819,2.9917,2.5204,2.554,2.3497,1.8372,2.9347,2.5636,3.1905,4.158,1.9664,2.8409,2.4251,37.4503,33.7133,29.8217,32.4654,29.0111,31.9985,28.759,28.9495,1.9601,NA,3.0089,NA,NA,NA,PE.O.18.0.20.4.
0.3103,NA,NA,NA,NA,NA,NA,0.3709,NA,NA,NA,NA,NA,0.2467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.O.18.0.20.5.
NA,NA,NA,NA,0.1659,NA,NA,NA,NA,0.1876,NA,NA,0.1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.O.18.0.22.2.
0.4498,0.4668,0.4515,0.5183,0.4172,NA,0.6694,0.5681,0.4363,0.774,0.284,0.4394,0.3936,0.3616,0.3033,0.272,0.3036,0.4938,0.4058,0.3285,0.3349,NA,NA,NA,NA,NA,NA,PE.O.18.0.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9771,NA,NA,NA,NA,NA,1.1724,NA,NA,NA,NA,NA,NA,NA,PE.O.18.0.22.5.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8353,5.025,3.8857,4.4172,NA,5.3677,5.9675,6.3225,NA,NA,NA,NA,NA,NA,PE.O.18.0.22.6.
NA,NA,0.1238,NA,NA,0.1957,0.1866,NA,NA,0.1314,NA,0.168,NA,0.1793,NA,0.2029,0.1905,NA,0.0933,NA,NA,NA,NA,NA,NA,NA,NA,PE.P.14.0.18.1.
1.4322,1.245,1.2143,1.018,1.0775,0.842,1.5684,1.1363,1.4712,1.6438,0.8537,1.1201,1.532,1.1644,0.8537,1.0069,1.081,1.081,0.899,0.7597,1.0502,NA,NA,NA,NA,NA,NA,PE.P.16.0.16.0.
2.0687,1.7818,1.7,1.311,1.775,1.4726,2.2725,1.5823,2.4181,2.4474,1.2087,1.7324,2.5077,8.3422,6.2564,6.8933,7.7214,5.3943,5.7372,4.8377,6.0361,NA,NA,NA,NA,NA,NA,PE.P.16.0.16.1.
0.2832,0.2659,0.3111,NA,0.3082,NA,0.3474,0.2722,0.4066,0.4752,0.2299,0.278,0.5228,2.3063,1.6945,1.8961,2.1405,1.5579,1.5443,1.2959,1.6008,NA,NA,NA,NA,NA,NA,PE.P.16.0.18.0.
12.1073,11.1794,11.6914,9.3161,12.08,9.5298,14.1424,12.9739,15.6,16.8845,8.1398,10.7975,16.1088,99.5299,75.1262,79.5304,92.6809,61.0611,63.2598,56.9806,65.571,1.3379,1.5831,1.2922,NA,NA,NA,PE.P.16.0.18.1.
1.2014,1.106,0.9766,0.7396,0.9273,0.9774,0.9692,0.9686,1.1951,1.1172,0.6236,0.9571,1.3414,4.3133,3.3704,3.6298,3.6607,2.5063,2.8145,2.1444,3.0303,4.3012,2.8624,3.1893,NA,NA,NA,PE.P.16.0.18.2.
0.3944,NA,0.225,NA,0.3741,0.3289,0.3646,0.2013,0.8773,0.5575,0.2531,0.4129,0.4114,0.8381,0.5731,0.4726,0.5121,0.318,0.5395,0.4205,0.4955,NA,NA,NA,NA,NA,NA,PE.P.16.0.18.3.
1.3162,0.9928,1.3829,0.9265,1.4784,1.0921,1.7801,1.2454,1.5862,1.5762,0.7557,1.0708,1.7082,0.6934,0.3579,0.4809,0.4952,0.3639,0.4271,0.3685,0.4155,NA,NA,NA,NA,NA,NA,PE.P.16.0.20.1.
2.1314,1.7705,1.6551,1.1399,1.9424,1.8571,2.4619,1.837,2.7399,2.5749,1.3207,1.4938,2.6478,1.1359,0.7987,0.7597,0.8933,0.4607,0.7432,0.5422,0.8267,NA,NA,NA,NA,NA,NA,PE.P.16.0.20.2.
11.6183,11.0222,10.9862,7.8089,10.668,6.4728,16.4436,14.154,12.6017,15.9206,8.5039,7.6743,11.3323,8.6699,6.0331,5.5414,6.0139,3.8116,6.2639,4.1007,7.2723,NA,NA,NA,NA,NA,NA,PE.P.16.0.20.3.
14.787,12.4948,11.4214,13.1379,11.1334,7.6818,15.1925,11.4378,12.8149,17.7611,8.8706,10.6273,10.6624,61.5132,54.8088,51.581,57.8077,44.9833,46.8495,42.333,43.3634,14.6022,NA,22.1402,NA,NA,NA,PE.P.16.0.20.4.
1.7395,NA,NA,NA,NA,NA,1.62,2.0313,NA,NA,1.2158,NA,NA,0.6433,NA,NA,0.6576,NA,NA,0.5143,NA,NA,NA,NA,NA,NA,NA,PE.P.16.0.20.5.
0.3048,0.2659,0.2667,NA,0.3128,NA,0.3275,0.2277,0.2506,0.2704,0.1944,0.1386,0.3159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.P.16.0.22.1.
1.6276,0.9905,1.1573,0.9378,1.4697,1.3049,1.7314,1.3128,1.4749,1.6359,0.7819,0.8677,1.5549,0.1596,NA,NA,NA,NA,0.1802,NA,NA,NA,NA,NA,NA,NA,NA,PE.P.16.0.22.2.
7.0943,6.4943,4.1963,5.2919,4.3216,3.7442,7.1112,5.1017,6.6146,8.1585,4.1649,4.6591,5.355,4.0119,3.443,2.8506,3.5654,3.7833,4.649,3.6061,3.6329,NA,NA,0.9431,NA,NA,NA,PE.P.16.0.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0431,NA,NA,NA,NA,NA,10.2082,NA,NA,NA,NA,NA,NA,NA,PE.P.16.0.22.5.
2.0863,NA,2.3203,NA,2.6552,NA,NA,NA,3.1377,5.2093,2.2684,NA,3.3246,45.1353,41.235,36.9144,43.3333,NA,43.1656,43.6675,44.4784,NA,NA,NA,NA,NA,NA,PE.P.16.0.22.6.
0.6419,0.7082,0.4857,0.6592,0.4959,0.6694,0.5835,0.4436,0.7008,0.7379,0.3804,0.6587,0.766,2.819,2.1624,2.2644,2.6595,1.9076,1.6674,1.3145,1.8506,NA,NA,NA,NA,NA,NA,PE.P.16.1.18.1.
6.2438,5.4781,6.08,4.94,5.7029,4.2206,6.8004,6.1821,8.2949,8.3312,3.9811,5.023,7.4142,3.4151,2.5892,2.8279,3.2714,3.2995,3.208,2.7346,3.1404,NA,NA,NA,NA,NA,NA,PE.P.18.0.16.0.
3.3822,3.0172,2.8343,2.5268,2.9198,2.5436,3.6932,3.1005,3.8893,3.9985,2.272,2.719,3.654,5.3164,4.1997,4.3559,4.8214,4.6948,4.3868,3.7054,4.889,NA,NA,NA,NA,NA,NA,PE.P.18.0.16.1.
0.3129,0.3201,0.2762,0.3238,0.3036,0.293,0.3792,0.2989,0.4708,0.4192,0.2012,0.3134,0.4361,1.1488,0.8085,0.7615,1.019,0.862,0.8263,0.7908,0.8463,NA,NA,NA,NA,NA,NA,PE.P.18.0.18.0.
7.4656,6.3415,7.6314,6.0276,7.4014,5.9997,8.2432,7.9566,10.0416,9.9557,4.8687,6.5667,9.2006,39.3702,27.7398,28.4773,33.5738,25.3853,27.8689,24.7621,28.1335,1.4767,1.3765,1.2519,NA,NA,NA,PE.P.18.0.18.1.
0.8455,0.8213,0.7546,0.6672,0.7697,0.6793,0.8916,0.7759,0.889,1.0395,0.4522,0.5725,0.8858,2.6249,1.9004,2.0883,2.2996,1.8348,2.1125,1.4311,2.2343,5.2642,3.4706,4.37,NA,NA,NA,PE.P.18.0.18.2.
0.285,NA,0.2701,0.2335,0.3438,0.416,0.3826,0.2408,0.6546,0.5709,0.2419,0.2772,0.342,0.6857,0.4505,0.2592,0.3664,0.2796,0.5345,0.378,0.3964,NA,NA,NA,NA,NA,NA,PE.P.18.0.18.3.
0.5502,0.4948,0.6943,0.4211,0.679,0.4932,0.6278,0.6951,0.7677,0.7881,0.3043,0.4556,0.7409,0.3128,0.1773,0.2366,0.3167,0.2159,0.1809,0.1809,0.1959,NA,NA,NA,NA,NA,NA,PE.P.18.0.20.1.
1.1168,0.879,1.1478,0.8425,1.2212,0.909,1.2454,0.9686,1.3379,1.396,0.6161,0.647,1.3223,0.6728,0.4078,0.4132,0.4759,0.3748,0.4182,0.3602,0.4303,NA,NA,NA,NA,NA,NA,PE.P.18.0.20.2.
8.5578,8.2333,8.8055,6.96,10.452,5.3243,13.5862,11.2529,8.9882,11.3135,5.6831,5.8903,8.0806,6.9639,4.919,4.8138,4.8722,3.8465,5.4204,4.0159,6.4723,NA,NA,NA,NA,NA,NA,PE.P.18.0.20.3.
10.3835,9.4179,10.6034,10.6889,10.422,6.4785,12.6701,10.0431,10.1224,13.8309,6.3443,8.05,8.0147,46.9004,41.7261,37.9545,43.0769,35.0389,39.3728,36.7527,36.1447,17.003,NA,26.9005,NA,NA,NA,PE.P.18.0.20.4.
1.4496,NA,NA,NA,NA,NA,1.3098,2.0986,NA,NA,0.8081,NA,NA,0.6777,NA,NA,0.7273,NA,NA,0.5271,NA,NA,NA,NA,NA,NA,NA,PE.P.18.0.20.5.
NA,NA,0.1587,NA,0.1634,NA,0.1748,0.1845,NA,0.1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.P.18.0.22.1.
0.6341,0.5241,0.5802,0.507,0.6273,0.5659,0.6845,0.5241,0.6296,0.6968,0.3033,0.3369,0.5863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.P.18.0.22.2.
2.6495,2.5886,2.2551,2.1995,2.0422,1.4128,2.9735,2.4835,2.5031,3.4912,1.4229,1.8682,1.9202,1.5181,1.107,1.1199,1.1192,1.5667,1.5937,1.2309,1.2411,NA,NA,NA,NA,NA,NA,PE.P.18.0.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3655,NA,NA,NA,NA,NA,4.832,NA,NA,NA,NA,NA,NA,NA,PE.P.18.0.22.5.
1.4508,NA,1.7333,NA,1.7444,NA,NA,NA,1.8614,3.4404,1.4991,NA,NA,23.4281,23.61,19.5793,22.3935,NA,25.0634,26.141,26.6907,NA,NA,NA,NA,NA,NA,PE.P.18.0.22.6.
22.0649,16.9711,16.02,13.6555,15.6765,14.7051,22.8485,17.7754,24.2881,25.7837,11.9654,15.7973,23.523,7.7235,5.4177,6.0942,7.0595,5.8853,6.1288,4.5479,6.0437,NA,NA,NA,NA,NA,NA,PE.P.18.1.16.0.
7.568,6.5323,5.9771,5.0169,5.9045,5.3198,8.7036,6.0374,9.4825,9.1734,4.5965,6.1808,8.8735,12.7254,8.8456,9.4933,11.2119,8.1321,8.5461,6.6242,8.8833,NA,NA,NA,NA,NA,NA,PE.P.18.1.16.1.
0.4531,0.4463,0.52,0.4065,0.4496,0.4263,0.5072,0.4911,0.5323,0.5853,0.3618,0.4556,0.5787,2.5357,1.798,2.0715,2.1571,1.3,1.4306,1.2068,1.4657,NA,NA,NA,NA,NA,NA,PE.P.18.1.18.0.
16.3282,14.7463,16.46,13.3808,17.2777,12.5949,18.3256,17.8513,20.027,22.0092,10.7347,12.8607,20.3806,96.4503,70.2194,75.3299,86.3167,52.3639,58.1978,47.4127,60.0345,0.8078,1.3382,0.8426,NA,NA,NA,PE.P.18.1.18.1.
1.9976,1.527,1.3412,1.0865,1.6424,1.3098,1.556,1.5184,2.1103,2.2299,0.9628,1.1271,1.9181,7.7917,5.7948,5.9851,6.1119,3.6462,4.693,3.3511,4.9941,2.6481,1.6936,2.3207,NA,NA,NA,PE.P.18.1.18.2.
1.0277,NA,0.7216,0.5151,0.953,0.732,1.1785,0.7875,2.2043,1.3254,0.72,0.7485,1.1649,1.6452,0.9163,0.7896,0.8443,0.5432,1.0513,0.5433,0.742,NA,NA,NA,NA,NA,NA,PE.P.18.1.18.3.
1.1031,0.9896,1.1171,0.7104,1.1447,0.9583,1.4576,1.0509,1.5675,1.3579,0.5951,0.9692,1.5069,1.1453,0.5972,0.8291,0.9548,0.484,0.4999,0.3705,0.5378,NA,NA,NA,NA,NA,NA,PE.P.18.1.20.1.
2.5119,2.0841,2.2259,1.5173,2.4333,1.7838,2.7323,2.0168,2.8886,2.9587,1.3886,1.5624,2.8422,1.6219,1.0989,1.1061,1.3292,0.8003,1.0682,0.6111,1.1955,NA,NA,NA,NA,NA,NA,PE.P.18.1.20.2.
20.7009,22.6389,23.9586,16.7644,23.648,12.9926,33.2722,29.4684,24.3261,28.7206,15.174,14.6903,20.9968,14.2193,9.5372,8.8552,10.0778,5.9869,9.4748,6.4556,11.0723,NA,NA,NA,NA,NA,NA,PE.P.18.1.20.3.
33.3997,33.3913,30.8507,33.5768,31.2922,19.3066,39.4317,32.3689,34.1173,44.592,21.4582,25.3409,26.7434,118.4205,101.6245,96.4506,109.2115,77.3167,87.8523,76.5202,82.3242,10.4692,NA,15.5385,NA,NA,NA,PE.P.18.1.20.4.
4.3291,NA,NA,NA,NA,NA,4.1017,5.7363,NA,NA,2.9041,NA,NA,1.1558,NA,NA,1.1845,NA,NA,0.9429,NA,NA,NA,NA,NA,NA,NA,PE.P.18.1.20.5.
0.2669,NA,0.2767,0.2197,0.2439,NA,0.2684,0.2497,0.2488,0.2743,0.1352,NA,0.2824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.P.18.1.22.1.
1.2049,1.1308,1.0685,0.7396,1.0182,0.8846,1.4812,0.9377,1.0843,1.2292,0.5652,0.6828,1.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.P.18.1.22.2.
5.3733,5.217,4.0327,4.7798,4.0449,2.9492,6.6795,4.916,5.9227,7.3175,3.2992,4.2864,4.4884,2.2757,1.82,1.6133,1.8615,1.6389,2.0457,1.5973,1.8498,NA,NA,NA,NA,NA,NA,PE.P.18.1.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3376,NA,NA,NA,NA,NA,7.0602,NA,NA,NA,NA,NA,NA,NA,PE.P.18.1.22.5.
4.6522,NA,5.5201,NA,5.0789,NA,NA,NA,6.5768,9.6525,4.2865,NA,6.7621,64.4482,59.64,52.5929,59.1849,NA,61.2817,55.4145,64.7177,NA,NA,NA,NA,NA,NA,PE.P.18.1.22.6.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3551,0.2719,0.2606,0.2845,NA,0.1939,0.163,NA,NA,NA,NA,NA,NA,NA,PE.P.18.2.18.2.
1.0648,1.107,0.7252,0.8338,0.6895,0.4954,0.9944,0.9978,0.9695,1.3,0.62,0.8455,0.7315,5.266,4.6682,4.1154,4.6423,3.2111,3.7515,3.1324,3.4208,NA,NA,NA,NA,NA,NA,PE.P.18.2.20.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3014,2.955,2.5604,2.6699,NA,2.8376,2.7566,2.9308,NA,NA,NA,NA,NA,NA,PE.P.18.2.22.6.
0.4036,0.4735,0.3741,0.312,0.3867,0.3544,0.4847,0.4747,0.6025,0.6983,0.3248,0.3876,0.6696,0.3731,0.2878,0.2562,0.322,0.1588,0.2037,0.1675,0.2175,16.7517,17.6304,15.3149,NA,NA,NA,SM.14.0.
39.0018,43.1218,38.3889,32.8133,38.1985,30.6951,42.6539,45.7164,58.4757,65.0218,30.7976,39.0165,59.0866,18.208,14.8799,13.8367,14.6379,9.209,10.7904,9.0114,11.1379,160.4034,170.8028,163.228,NA,NA,NA,SM.16.0.
35.9516,38.5071,35.0098,28.5024,34.5425,28.479,37.1706,37.7646,43.7284,52.4311,26.0614,35.0113,41.152,65.4879,53.9769,47.8373,53.5238,40.1478,49.0436,39.622,48.7518,35.8375,37.8599,35.6607,NA,NA,NA,SM.18.0.
1.078,1.0497,0.8338,0.71,0.8923,0.8355,1.1525,0.999,1.1896,1.4072,0.7899,1.0126,1.0796,1.3273,1.0202,0.8497,1.0036,0.5391,0.6065,0.526,0.658,9.7396,11.0957,11.4679,NA,0.0075,NA,SM.18.1.
4.8896,4.9875,4.4651,3.7393,4.2544,3.9446,5.0481,4.7784,5.5238,6.2383,3.0585,4.2262,4.8675,3.4561,3.4914,2.9629,3.37,2.7023,2.8182,2.4569,2.7985,42.3152,46.068,43.1489,NA,0.0165,NA,SM.20.0.
0.5989,0.5453,0.5166,0.4419,0.4222,0.459,0.4956,0.526,0.6194,0.6271,0.3749,0.4365,0.513,0.2981,0.2623,0.2494,0.2645,0.2006,0.1959,0.1732,0.2202,5.415,5.3992,4.489,NA,NA,NA,SM.20.1.
8.79,8.817,8.7742,6.9146,8.2981,7.1252,9.5984,8.75,9.5028,11.5371,6.1131,8.0246,8.8721,13.5462,12.81,11.5079,12.9842,8.3398,9.3695,7.9472,9.5349,52.1816,55.7461,51.96,NA,0.0102,NA,SM.22.0.
4.1324,4.5214,3.7585,3.1965,3.6104,3.3302,4.4192,4.1429,4.7846,5.2141,3.3393,3.8415,4.4376,4.3045,3.5506,3.6841,3.8122,2.2839,2.6646,2.1289,2.7616,31.4627,32.7121,28.8438,0.0326,0.0587,0.0823,SM.22.1.
5.6736,5.767,5.7934,4.8697,5.5461,5.0514,6.1032,5.5063,5.5929,6.3883,4.2099,5.0405,5.4521,11.3178,11.0143,10.906,11.1965,7.931,8.268,7.7169,8.4621,25.4317,26.1476,24.0391,1.382,1.3248,1.3384,SM.24.0.
17.5014,19.2689,17.4282,14.7531,17.0136,14.8292,19.4917,18.0214,17.1889,20.655,13.07,16.3525,17.1522,35.9522,31.5296,32.1789,31.7535,19.5506,21.8076,19.2445,23.0069,62.8235,66.9842,57.8776,0.0634,0.071,0.067,SM.24.1.
1.3932,1.3085,1.3793,1.0831,1.13,1.0184,1.2735,1.2832,1.3893,1.4515,0.853,1.0799,1.2525,0.6763,0.7288,0.6036,0.7004,0.5838,0.6188,0.5113,0.6195,2.0879,1.9909,2.183,0.2406,0.2525,0.249,SM.26.0.
0.5271,0.4946,0.4988,0.4782,0.4258,0.4059,0.5033,0.5114,0.4694,0.5455,0.358,0.4203,0.442,0.3275,0.3367,0.3277,0.327,0.2781,0.2579,0.2239,0.2732,0.8672,1.1335,0.9684,0.0549,0.0634,0.0679,SM.26.1.
NA,NA,0.0141,0.0125,NA,0.0146,NA,0.0122,NA,NA,NA,NA,0.0122,0.016,NA,NA,NA,0.021,NA,NA,NA,0.0994,NA,NA,NA,0.0056,0.0041,TAG36.0.FA12.0
NA,NA,NA,NA,NA,0.015,NA,NA,0.0113,0.0112,NA,NA,NA,NA,NA,NA,NA,0.0171,NA,NA,NA,NA,NA,NA,0.0053,NA,NA,TAG38.0.FA12.0
NA,NA,NA,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG40.0.FA14.0
NA,0.0086,NA,NA,NA,NA,NA,NA,NA,0.0129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG42.0.FA12.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG42.0.FA14.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1134,NA,NA,NA,NA,TAG42.0.FA16.0
NA,0.0101,NA,NA,NA,NA,NA,0.0056,NA,NA,NA,NA,0.0093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG42.1.FA12.0
0.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0087,NA,0.0085,NA,NA,NA,NA,NA,NA,0.0044,NA,NA,TAG42.1.FA14.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0891,NA,NA,NA,NA,NA,TAG42.1.FA16.0
0.0171,0.0262,0.0198,0.0169,0.0159,0.0157,0.0339,0.0182,NA,0.0205,0.0137,0.0247,0.0199,NA,NA,NA,NA,0.019,NA,NA,0.0213,0.1276,0.1582,NA,NA,NA,NA,TAG44.0.FA12.0
0.0231,0.0216,0.0176,0.017,0.0268,0.0328,0.0393,0.0202,0.0279,0.024,0.0199,0.0256,0.0223,0.025,NA,NA,0.0236,0.0182,NA,0.0163,0.0214,0.401,0.3771,0.2967,NA,NA,NA,TAG44.0.FA14.0
0.0169,NA,0.0155,0.0137,0.0221,0.0288,0.0297,0.0175,0.0241,0.0221,0.0133,0.02,0.0239,0.0184,NA,0.0124,0.0136,0.018,NA,0.0151,0.0187,0.4527,0.5099,0.3853,NA,0.0061,0.0057,TAG44.0.FA16.0
0.0156,NA,0.0167,0.0097,0.0119,0.0118,NA,NA,0.0156,NA,NA,NA,NA,0.0366,0.0975,0.0505,0.0424,0.0707,0.0494,0.026,0.0523,NA,NA,NA,NA,NA,NA,TAG44.0.FA18.0
0.0392,0.1064,0.054,0.0494,0.0466,0.0657,0.0973,0.0597,0.035,0.0619,0.0445,0.078,0.0906,0.0348,0.0182,0.0282,0.0365,0.0479,0.0317,0.0341,0.0665,0.1782,NA,0.2089,NA,NA,NA,TAG44.1.FA12.0
0.0089,0.008,NA,NA,0.0163,0.0217,0.024,NA,0.0107,NA,0.0124,0.0155,0.0098,NA,NA,NA,NA,NA,NA,NA,NA,0.1943,0.236,0.2119,NA,NA,NA,TAG44.1.FA14.0
NA,NA,NA,NA,NA,NA,0.0122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2638,0.3385,0.2774,NA,NA,NA,TAG44.1.FA16.0
NA,NA,NA,0.0091,0.0135,0.0171,0.0184,NA,NA,NA,0.0121,0.0172,NA,NA,NA,NA,NA,NA,NA,0.0118,NA,0.1347,0.118,0.1284,NA,NA,NA,TAG44.1.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,NA,NA,NA,NA,0.0158,NA,0.0117,NA,0.0159,0.262,0.2591,0.2601,NA,NA,NA,TAG44.1.FA18.1
0.0158,0.0373,0.0122,0.0158,0.0141,0.0197,0.0324,0.0177,0.0154,0.0226,0.0175,0.0285,0.0287,NA,NA,NA,NA,0.02,NA,0.0161,0.0244,0.105,NA,NA,NA,NA,NA,TAG44.2.FA12.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1501,0.1363,0.1969,NA,NA,NA,TAG44.2.FA16.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1319,NA,NA,NA,NA,TAG44.2.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1545,NA,NA,NA,NA,NA,TAG44.2.FA18.2
0.0157,0.0099,NA,NA,0.012,0.0142,0.0286,0.0104,0.016,NA,0.0119,0.0162,0.0148,0.0309,0.0414,0.0268,0.0327,0.0282,0.0305,0.0301,0.0391,NA,NA,NA,0.005,NA,NA,TAG45.0.FA14.0
NA,NA,NA,0.0098,0.0139,0.013,0.0149,0.0118,0.0119,NA,0.0082,0.015,0.0144,0.0307,0.0326,0.028,0.0283,0.0267,0.0275,0.0339,0.0289,NA,NA,NA,0.0071,0.0056,0.0054,TAG45.0.FA15.0
0.0139,0.0137,0.0147,0.0111,0.0125,NA,0.025,0.0167,0.015,0.0142,0.0109,0.0212,0.0164,0.0283,0.0414,0.0294,0.0363,0.032,0.0343,0.0362,0.0317,NA,NA,NA,NA,0.0072,NA,TAG45.0.FA16.0
NA,NA,NA,NA,NA,NA,0.0102,NA,NA,NA,NA,NA,NA,NA,0.0182,NA,0.0146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG45.1.FA15.0
NA,NA,NA,NA,NA,0.0088,0.0121,NA,NA,NA,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG45.1.FA16.0
0.0299,0.0766,0.029,0.0415,0.0288,0.0394,0.0708,0.0384,0.0252,0.0521,0.0229,0.0548,0.0433,0.0293,0.0181,0.0365,0.0389,0.0374,0.0329,0.0326,0.0793,0.0957,0.0879,NA,NA,NA,NA,TAG46.0.FA12.0
0.0608,0.0595,0.0534,0.0528,0.0962,0.1002,0.1246,0.0498,0.0695,0.0536,0.0644,0.0701,0.065,0.0786,0.0814,0.0531,0.0801,0.0615,0.0709,0.0569,0.0691,1.0159,1.0176,0.969,NA,0.0075,0.0068,TAG46.0.FA14.0
0.1026,0.099,0.1017,0.0795,0.1636,0.1585,0.2188,0.0839,0.1155,0.1039,0.1118,0.1294,0.1102,0.1623,0.1599,0.1267,0.1442,0.1198,0.1377,0.121,0.142,2.1745,2.2462,2.1249,0.0136,0.0125,0.013,TAG46.0.FA16.0
NA,NA,NA,NA,NA,0.013,0.0174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1386,NA,NA,NA,NA,NA,TAG46.0.FA18.0
0.2485,0.6563,0.3178,0.311,0.2726,0.3707,0.6334,0.3757,0.2526,0.3831,0.2124,0.4923,0.4699,0.3136,0.1713,0.3871,0.352,0.5038,0.3179,0.3836,0.741,0.7825,0.6769,0.7687,NA,NA,NA,TAG46.1.FA12.0
0.0526,0.0448,0.0475,0.0346,0.0884,0.0922,0.1284,0.0435,0.0566,0.0443,0.0723,0.0887,0.0573,0.0639,0.0671,0.0533,0.0754,0.0523,0.0573,0.0577,0.0625,1.2869,1.2835,1.3351,0.0057,0.0073,0.0059,TAG46.1.FA14.0
NA,NA,NA,NA,0.013,0.0147,0.0158,NA,NA,NA,0.008,0.0143,NA,NA,NA,NA,0.0133,NA,NA,0.0123,NA,0.1515,NA,0.1263,NA,NA,NA,TAG46.1.FA14.1
0.0426,0.0438,0.0303,0.0344,0.075,0.0674,0.0996,0.0251,0.0416,0.0336,0.0582,0.0755,0.0421,0.0587,0.0572,0.0452,0.0636,0.0475,0.0448,0.046,0.0462,1.4437,1.6132,1.4661,NA,0.0078,NA,TAG46.1.FA16.0
0.0446,0.0421,0.0357,0.0304,0.0811,0.0791,0.118,0.03,0.047,0.0418,0.0624,0.0762,0.0405,0.0884,0.0846,0.0614,0.077,0.0631,0.0673,0.0646,0.0788,0.6327,0.6462,0.5837,NA,0.0097,0.0085,TAG46.1.FA16.1
0.0255,0.0258,0.02,0.0184,0.033,0.0345,0.0495,0.0192,0.0354,0.0185,0.0262,0.0398,0.0309,0.0171,0.0157,0.0158,NA,NA,0.0164,0.0167,NA,1.114,1.3495,1.2079,NA,NA,NA,TAG46.1.FA18.1
0.1427,0.3701,0.1622,0.1611,0.1592,0.2155,0.3818,0.1944,0.1494,0.2176,0.1212,0.2754,0.2717,0.1371,0.0709,0.1767,0.1894,0.222,0.1542,0.1767,0.3707,0.5187,0.5165,0.5356,NA,NA,NA,TAG46.2.FA12.0
NA,0.0106,0.0119,NA,0.0245,0.0214,0.0303,NA,NA,NA,0.0183,0.0239,NA,0.0132,0.0156,NA,NA,0.0124,NA,0.0144,NA,0.5757,0.6769,0.7128,NA,NA,NA,TAG46.2.FA14.0
0.0119,0.0125,0.013,0.0092,0.0172,0.0177,0.0261,0.013,0.0123,NA,0.0143,0.0171,0.0175,0.0206,NA,0.0156,0.0184,0.0234,0.0153,0.017,0.0272,0.2174,NA,0.2271,NA,NA,NA,TAG46.2.FA14.1
