Compound,m.z,Retention.time..min.,Intensity,Mode,Y1-act-11,Y1-qui-try-11,Y1-qui-scr-11,Y2-act-11,Y2-qui-try-11,Y2-qui-scr-11,Y3-act-11,Y3-qui-try-11,Y3-qui-scr-11,O1-act-11,O1-qui-try-11,O1-qui-scr-11,O2-act-11,O2-qui-try-11,O2-qui-scr-11,O3-act-11,O3-qui-try-11,O3-qui-scr-11,Y1-act-8,Y1-qui-8,Y2-act-8,Y2-qui-8,Y3-act-8,Y3-qui-8,O1-act-8,O1-qui-8,O2-act-8,O2-qui-8,O3-act-8,O3-qui-8,Act-Adherent-1,Act-Adherent-2,Act-suspension-1,Act-suspension-2,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
14.50_720.5520m/z,720.5520,14.50,67905.93041,Accucore_C18_pos,1.3E+05,4.2E+04,5.5E+04,1.0E+05,1.3E+04,8.1E+04,1.1E+05,2.9E+04,4.6E+04,5.9E+04,5.1E+03,7.7E+04,1.4E+05,7.8E+03,8.4E+03,9.9E+04,1.0E+04,1.8E+04,2.0E+05,5.2E+04,1.2E+05,2.9E+04,2.2E+05,5.8E+04,7.7E+04,5.0E+04,1.2E+05,2.8E+04,1.4E+05,2.9E+04,1.3E+05,1.7E+05,1.2E+05,1.7E+05,5.9E+04,5.9E+04,5.8E+04,PE(18:0/16:0)+H,(18:0/16:0),PE,C39 H79 O8 N1 P1,14.48600113,720.5537835,14.67907641,1.826910817
13.85_770.5678m/z,770.5678,13.85,8758359.792,Accucore_C18_pos,8.5E+06,1.7E+07,2.1E+07,8.6E+06,1.2E+07,3.0E+07,8.4E+06,1.4E+07,1.8E+07,8.2E+06,2.3E+06,8.2E+06,1.3E+07,5.9E+06,6.5E+06,7.7E+06,4.5E+06,5.7E+06,6.2E+06,1.8E+07,8.3E+06,1.9E+07,1.6E+07,2.2E+07,6.9E+06,3.7E+06,1.2E+07,6.9E+06,2.8E+07,7.2E+06,8.9E+06,1.1E+07,1.4E+07,1.7E+07,7.7E+06,8.1E+06,8.2E+06,PE(18:0/18:0)+Na,(18:0/18:0),PE,C41 H82 O8 N1 P1 Na1,13.84333989,770.5670285,63.54177096,0.110943097
11.86_764.5191m/z,764.5191,11.86,77224.16583,Accucore_C18_pos,2.7E+04,4.7E+05,4.8E+05,2.1E+04,3.6E+05,5.6E+05,2.3E+04,3.3E+05,3.9E+05,2.3E+04,5.3E+03,7.7E+04,6.4E+04,1.6E+05,1.9E+05,3.0E+04,5.1E+04,8.3E+04,1.5E+04,4.1E+05,2.5E+04,4.3E+05,7.7E+04,4.2E+05,3.0E+04,2.2E+04,1.2E+05,1.9E+05,1.8E+05,6.0E+04,4.3E+04,5.9E+04,7.7E+04,9.8E+04,1.3E+05,1.5E+05,1.5E+05,PE(18:0/18:3)+Na,(18:0/18:3),PE,C41 H76 O8 N1 P1 Na1,11.84804815,764.5200785,31.08951636,0.253241534
11.85_740.5245m/z,740.5245,11.85,587303.5978,Accucore_C18_neg,3.3E+05,2.1E+06,3.6E+06,3.9E+05,2.6E+06,3.5E+06,2.9E+05,1.4E+06,2.4E+06,2.4E+05,1.8E+05,5.0E+05,5.4E+05,8.5E+05,1.2E+06,2.5E+05,5.3E+05,5.4E+05,2.4E+05,2.7E+06,4.5E+05,2.4E+06,5.7E+05,2.3E+06,2.7E+05,2.1E+05,6.6E+05,1.4E+06,1.0E+06,6.0E+05,4.1E+05,3.6E+05,7.5E+05,6.5E+05,8.0E+05,6.4E+05,6.0E+05,PE(18:0/18:3)-H,(18:0/18:3),PE,C41 H75 O8 N1 P1,11.84804815,740.5235805,16.28371094,1.16917174
14.95_784.5826m/z,784.5826,14.95,6364.753402,Accucore_C18_pos,2.7E+03,1.6E+05,2.0E+05,0.0E+00,1.0E+05,2.8E+05,0.0E+00,9.2E+04,1.4E+05,7.7E+02,0.0E+00,1.6E+04,2.2E+03,1.9E+04,2.6E+04,1.1E+03,8.2E+03,1.4E+04,0.0E+00,3.9E+04,6.5E+02,6.0E+04,0.0E+00,6.3E+04,0.0E+00,4.5E+03,5.8E+02,6.3E+04,1.6E+04,3.7E+04,0.0E+00,7.6E+02,7.2E+02,6.5E+02,1.5E+04,1.4E+04,1.5E+04,PE(18:0/19:0)+Na,(18:0/19:0),PE,C42 H84 O8 N1 P1 Na1,14.932,784.5826785,8.52481424,0.129582238
15.13_772.5830m/z,772.5830,15.13,197715.8354,Accucore_C18_pos,3.8E+05,1.4E+05,2.0E+05,3.6E+05,6.7E+04,2.9E+05,3.2E+05,7.8E+04,1.5E+05,3.0E+05,1.9E+03,7.0E+04,5.4E+05,1.3E+04,2.1E+04,3.1E+05,1.3E+04,2.1E+04,1.7E+05,1.5E+05,2.9E+05,1.8E+05,4.6E+05,2.2E+05,2.0E+05,2.0E+04,4.6E+05,5.6E+04,8.4E+05,8.8E+04,2.7E+05,3.2E+05,4.8E+05,6.0E+05,1.5E+05,1.6E+05,1.5E+05,PE(18:0/20:2)+H,(18:0/20:2),PE,C43 H83 O8 N1 P1,15.13450586,772.5850835,36.78421588,1.505812742
15.14_770.5713m/z,770.5713,15.14,91951.27156,Accucore_C18_neg,2.1E+05,4.3E+04,8.6E+04,2.4E+05,4.8E+04,7.7E+04,1.6E+05,1.7E+04,4.2E+04,1.4E+05,8.1E+02,2.5E+04,2.9E+05,7.8E+03,1.5E+04,1.2E+05,1.0E+04,6.9E+03,8.3E+04,8.6E+04,2.1E+05,1.0E+05,2.4E+05,1.0E+05,9.8E+04,3.7E+03,2.4E+05,3.9E+04,4.5E+05,4.8E+04,1.6E+05,1.3E+05,3.7E+05,3.2E+05,8.9E+04,6.2E+04,5.3E+04,PE(18:0/20:2)-H,(18:0/20:2),PE,C43 H81 O8 N1 P1,15.13450586,770.5705305,20,1.855384216
13.86_792.5495m/z,792.5495,13.86,1211575.828,Accucore_C18_pos,1.1E+06,1.9E+06,2.1E+06,1.2E+06,1.5E+06,2.7E+06,1.2E+06,1.7E+06,1.9E+06,1.2E+06,3.3E+05,1.1E+06,1.7E+06,8.3E+05,9.2E+05,1.1E+06,6.5E+05,8.1E+05,8.6E+05,2.0E+06,1.2E+06,2.2E+06,1.9E+06,2.4E+06,9.8E+05,5.3E+05,1.6E+06,9.5E+05,2.7E+06,1.0E+06,1.2E+06,1.5E+06,1.8E+06,2.1E+06,1.0E+06,1.2E+06,1.2E+06,PE(18:0/20:3)+Na,(18:0/20:3),PE,C43 H80 O8 N1 P1 Na1,13.86665178,792.5513785,55.8031964,1.065684788
13.86_768.5558m/z,768.5558,13.86,4858273.795,Accucore_C18_neg,4.4E+06,5.7E+06,1.0E+07,5.0E+06,7.2E+06,9.7E+06,4.1E+06,4.7E+06,7.3E+06,3.6E+06,1.3E+06,3.3E+06,6.8E+06,2.9E+06,4.1E+06,3.2E+06,2.6E+06,2.7E+06,2.7E+06,8.3E+06,5.7E+06,8.8E+06,7.0E+06,9.2E+06,3.2E+06,1.6E+06,5.5E+06,4.7E+06,1.0E+07,4.1E+06,5.1E+06,4.4E+06,8.6E+06,7.6E+06,4.1E+06,3.3E+06,3.0E+06,PE(18:0/20:3)-H,(18:0/20:3),PE,C43 H79 O8 N1 P1,13.86665178,768.5548805,26.66666667,1.667397705
12.35_790.5333m/z,790.5333,12.35,589592.316,Accucore_C18_pos,5.8E+05,4.6E+05,4.3E+05,3.9E+05,4.2E+05,4.5E+05,4.9E+05,5.9E+05,5.8E+05,5.0E+05,1.1E+06,1.4E+06,5.9E+05,5.7E+05,6.4E+05,4.8E+05,8.7E+05,9.2E+05,1.2E+06,5.6E+05,8.0E+05,5.3E+05,1.1E+06,6.1E+05,7.9E+05,1.2E+06,4.5E+05,6.6E+05,7.8E+05,1.1E+06,8.9E+05,9.7E+05,5.1E+05,5.7E+05,6.1E+05,6.2E+05,5.9E+05,PE(18:0/20:4)+Na,(18:0/20:4),PE,C43 H78 O8 N1 P1 Na1,12.32803681,790.5357285,51.14297046,0.11818669
12.34_766.5400m/z,766.5400,12.34,5399535.061,Accucore_C18_neg,3.0E+06,3.1E+06,5.5E+06,2.3E+06,4.2E+06,5.3E+06,2.4E+06,3.9E+06,5.5E+06,2.2E+06,6.0E+06,1.2E+07,3.9E+06,3.4E+06,5.5E+06,2.1E+06,5.9E+06,5.8E+06,5.6E+06,7.2E+06,5.5E+06,5.6E+06,7.1E+06,7.4E+06,3.8E+06,8.2E+06,2.8E+06,7.0E+06,5.7E+06,9.6E+06,5.2E+06,4.4E+06,3.9E+06,3.4E+06,3.8E+06,3.1E+06,3.0E+06,PE(18:0/20:4)-H,(18:0/20:4),PE,C43 H77 O8 N1 P1,12.32803681,766.5392305,41.66666667,0.915078144
15.36_796.5858m/z,796.5858,15.36,128469.6911,Accucore_C18_neg,4.9E+05,6.2E+04,1.3E+05,4.9E+05,8.1E+04,1.2E+05,4.3E+05,4.0E+04,8.0E+04,2.8E+05,9.5E+03,5.0E+04,6.0E+05,1.6E+04,3.3E+04,3.1E+05,1.4E+04,2.2E+04,4.1E+05,6.6E+04,5.7E+05,6.5E+04,6.6E+05,7.2E+04,2.8E+05,1.2E+04,4.5E+05,6.3E+04,7.7E+05,7.3E+04,5.2E+05,4.5E+05,7.2E+05,6.3E+05,1.9E+05,1.4E+05,1.4E+05,PE(18:0/22:3)-H,(18:0/22:3),PE,C45 H83 O8 N1 P1,15.38924524,796.5861805,28.42681323,1.525380612
12.35_792.5552m/z,792.5552,12.35,154447.0201,Accucore_C18_neg,2.1E+05,3.5E+04,1.9E+05,1.6E+05,4.8E+04,5.4E+04,1.7E+05,6.4E+04,7.3E+04,1.8E+05,4.2E+04,5.9E+04,2.6E+05,3.7E+04,6.6E+04,1.8E+05,4.8E+04,7.4E+04,7.7E+05,3.7E+04,5.6E+05,3.3E+04,9.1E+05,3.8E+04,3.5E+05,4.5E+04,2.0E+05,8.1E+04,3.1E+05,1.5E+05,5.4E+05,4.2E+05,2.8E+05,2.5E+05,1.5E+05,1.4E+05,1.0E+05,PE(18:0/22:5)-H,(18:0/22:5),PE,C45 H79 O8 N1 P1,12.362,792.5548805,26.96734284,0.569018496
12.13_792.5541m/z,792.5541,12.13,134749.1475,Accucore_C18_neg,3.9E+04,1.4E+05,3.3E+05,3.4E+04,2.0E+05,2.8E+05,2.6E+04,1.2E+05,2.3E+05,3.1E+04,1.5E+05,4.7E+05,1.2E+05,9.9E+04,2.2E+05,3.4E+04,1.8E+05,1.7E+05,6.7E+04,4.5E+05,8.7E+04,2.7E+05,1.3E+05,4.1E+05,5.2E+04,2.3E+05,8.4E+04,2.9E+05,2.1E+05,3.2E+05,8.9E+04,6.5E+04,1.0E+05,8.4E+04,9.3E+04,6.9E+04,5.6E+04,PE(18:0/22:5)-H,(18:0/22:5),PE,C45 H79 O8 N1 P1,12.362,792.5548805,26.96734284,0.569018496
11.77_792.5510m/z,792.5510,11.77,428913.8187,Accucore_C18_pos,3.6E+05,2.6E+05,3.7E+05,2.2E+05,2.1E+05,5.1E+05,2.9E+05,3.5E+05,4.3E+05,3.4E+05,2.6E+05,9.0E+05,6.5E+05,1.2E+05,1.8E+05,4.3E+05,2.0E+05,2.4E+05,7.4E+05,6.9E+05,3.8E+05,5.2E+05,6.4E+05,7.0E+05,4.3E+05,6.0E+05,5.3E+05,3.4E+05,7.1E+05,5.4E+05,4.7E+05,5.8E+05,4.1E+05,4.6E+05,3.1E+05,3.2E+05,3.1E+05,PE(18:0/22:6)+H,(18:0/22:6),PE,C45 H79 O8 N1 P1,11.73,792.5537835,22.44077699,0.026696573
15.89_732.5878m/z,732.5878,15.89,40886.99293,Accucore_C18_pos,1.6E+05,9.5E+04,1.3E+05,5.5E+04,4.0E+04,1.5E+05,4.9E+04,4.3E+04,6.1E+04,5.6E+03,1.8E+04,1.5E+05,3.5E+04,2.7E+04,4.2E+04,4.0E+04,3.4E+03,9.0E+03,5.3E+03,1.1E+05,1.1E+04,4.5E+04,3.0E+04,1.0E+05,1.3E+04,8.7E+04,2.3E+04,3.8E+02,8.6E+04,4.2E+03,9.4E+03,2.1E+04,7.7E+04,9.6E+04,1.8E+04,2.2E+04,3.1E+04,PE(18:0e/18:1)+H,(18:0e/18:1),PE,C41 H83 O7 N1 P1,15.884,732.5901685,6.296857675,1.793401218
12.93_754.5722m/z,754.5722,12.93,257876.7151,Accucore_C18_pos,2.1E+05,8.8E+05,1.1E+06,1.6E+05,6.0E+05,1.5E+06,1.7E+05,5.7E+05,8.3E+05,1.0E+05,2.2E+05,7.8E+05,2.5E+05,2.8E+05,3.6E+05,1.2E+05,2.2E+05,2.9E+05,1.7E+05,5.6E+05,1.4E+05,4.2E+05,2.6E+05,5.4E+05,1.6E+05,2.5E+05,2.8E+05,2.1E+05,5.3E+05,2.9E+05,1.3E+05,1.6E+05,2.1E+05,2.5E+05,2.3E+05,2.6E+05,2.4E+05,PE(18:0e/18:1)+Na| PE(18:0e/20:4)+H,(18:0e/18:1)| (18:0e/20:4),PE| PE,C41 H82 O7 N1 P1 Na1| C43 H81 O7 N1 P1,12.888| 12.915521206003,754.57211347| 754.57451847,42.1390692942937| 9.98381176951665,1.0470920427119| 0.185024121464758
11.62_752.5568m/z,752.5568,11.62,661854.3143,Accucore_C18_pos,1.8E+05,2.1E+06,2.6E+06,1.2E+05,1.5E+06,3.5E+06,1.2E+05,1.6E+06,2.2E+06,1.1E+05,7.3E+05,2.6E+06,1.8E+05,1.2E+06,1.4E+06,1.2E+05,8.9E+05,1.1E+06,3.5E+05,1.3E+06,2.8E+05,8.4E+05,5.7E+05,1.3E+06,2.3E+05,1.1E+06,1.7E+05,5.1E+05,5.9E+05,9.5E+05,1.8E+05,2.3E+05,1.7E+05,2.0E+05,5.8E+05,5.7E+05,6.1E+05,PE(18:0e/18:2)+Na,(18:0e/18:2),PE,C41 H80 O7 N1 P1 Na1,11.58463986,752.5564635,30.38473723,1.543155631
14.83_776.5543m/z,776.5543,14.83,70910.92289,Accucore_C18_pos,7.7E+04,4.1E+05,4.6E+05,8.4E+04,2.6E+05,5.8E+05,6.4E+04,1.7E+05,2.4E+05,4.0E+04,1.5E+02,2.4E+04,1.1E+05,4.2E+04,4.8E+04,5.1E+04,8.1E+03,8.3E+03,1.8E+04,1.8E+05,3.6E+04,1.9E+05,9.3E+04,1.8E+05,1.9E+04,5.8E+02,1.4E+05,2.1E+04,2.6E+05,9.4E+03,2.7E+04,3.7E+04,7.9E+04,1.1E+05,7.1E+04,7.2E+04,7.4E+04,PE(18:0e/20:4)+Na,(18:0e/20:4),PE,C43 H80 O7 N1 P1 Na1,14.83136514,776.5564635,20.87814573,2.111851121
13.61_752.5606m/z,752.5606,13.61,113998.9737,Accucore_C18_neg,9.8E+04,2.6E+05,4.8E+05,8.0E+04,2.9E+05,4.1E+05,5.5E+04,1.7E+05,3.0E+05,1.3E+04,8.6E+04,2.5E+05,9.5E+04,1.4E+05,2.2E+05,2.9E+04,1.0E+05,8.9E+04,4.0E+04,3.0E+05,8.3E+04,2.2E+05,9.6E+04,2.7E+05,3.4E+04,1.6E+05,1.0E+05,1.4E+05,2.0E+05,1.3E+05,5.4E+04,4.0E+04,1.3E+05,1.0E+05,1.0E+05,7.6E+04,6.7E+04,PE(18:0e/20:4)-H,(18:0e/20:4),PE,C43 H79 O7 N1 P1,13.618,752.5599655,12.00808988,1.210136538
15.60_704.5572m/z,704.5572,15.60,24593.54073,Accucore_C18_pos,8.9E+04,9.5E+03,2.3E+04,5.4E+04,4.6E+03,3.9E+04,6.0E+04,5.1E+03,2.6E+04,2.2E+04,0.0E+00,2.0E+04,7.7E+04,0.0E+00,0.0E+00,4.5E+04,0.0E+00,1.7E+03,9.6E+04,1.0E+04,5.6E+04,6.4E+02,1.1E+05,4.2E+03,5.0E+04,2.6E+03,8.2E+04,6.8E+03,1.6E+05,5.9E+03,4.0E+04,6.5E+04,7.4E+04,8.1E+04,2.1E+04,1.7E+04,1.9E+04,PE(18:0p/16:0)+H,(18:0p/16:0),PE,C39 H79 O7 N1 P1,15.59089178,704.5588685,9.768522423,2.898152121
15.49_730.5729m/z,730.5729,15.49,1207431.394,Accucore_C18_pos,8.4E+05,2.6E+06,3.2E+06,7.2E+05,1.7E+06,4.0E+06,6.3E+05,2.1E+06,2.6E+06,3.8E+05,1.0E+06,3.6E+06,8.5E+05,1.3E+06,1.6E+06,5.0E+05,1.1E+06,1.4E+06,4.0E+05,2.7E+06,4.6E+05,2.1E+06,7.5E+05,2.8E+06,3.5E+05,1.8E+06,7.7E+05,1.5E+06,1.8E+06,1.7E+06,4.1E+05,5.2E+05,8.2E+05,9.9E+05,9.9E+05,1.0E+06,1.0E+06,PE(18:0p/18:1)+H,(18:0p/18:1),PE,C41 H81 O7 N1 P1,15.48625772,730.5745185,37.3040861,2.347015703
17.48_758.6032m/z,758.6032,17.48,24741.26815,Accucore_C18_pos,8.1E+04,4.6E+04,6.4E+04,6.2E+04,9.6E+03,7.8E+04,4.0E+04,1.7E+04,2.3E+04,1.5E+04,0.0E+00,6.0E+04,6.1E+04,5.8E+03,4.1E+03,3.6E+04,0.0E+00,1.8E+03,1.8E+04,2.7E+04,2.2E+04,8.0E+03,4.8E+04,2.8E+04,8.4E+03,4.0E+03,3.9E+04,4.7E+03,1.5E+05,9.4E+03,2.1E+04,4.6E+04,8.2E+04,9.4E+04,1.3E+04,1.8E+04,1.3E+04,PE(18:0p/20:1)+H,(18:0p/20:1),PE,C43 H85 O7 N1 P1,17.504,758.6058185,6.073212469,2.77484085
14.82_754.5727m/z,754.5727,14.82,614895.4002,Accucore_C18_pos,6.8E+05,2.8E+06,3.2E+06,6.4E+05,1.7E+06,4.0E+06,5.9E+05,1.3E+06,1.7E+06,4.2E+05,4.3E+04,3.2E+05,8.3E+05,4.3E+05,4.7E+05,5.0E+05,1.7E+05,2.3E+05,3.0E+05,1.3E+06,4.2E+05,1.3E+06,7.3E+05,1.2E+06,3.1E+05,1.1E+05,9.5E+05,3.2E+05,1.7E+06,2.2E+05,3.4E+05,4.4E+05,7.3E+05,8.7E+05,6.2E+05,6.3E+05,6.5E+05,PE(18:0p/20:3)+H,(18:0p/20:3),PE,C43 H81 O7 N1 P1,14.80696452,754.5745185,26.23122583,2.039367788
13.21_752.5574m/z,752.5574,13.21,2845537.459,Accucore_C18_pos,7.0E+05,8.9E+06,1.1E+07,4.6E+05,6.3E+06,1.4E+07,5.4E+05,7.8E+06,1.0E+07,6.8E+05,2.5E+06,9.3E+06,9.9E+05,3.3E+06,4.0E+06,6.5E+05,2.6E+06,3.3E+06,1.6E+06,7.5E+06,1.2E+06,5.2E+06,1.9E+06,7.1E+06,1.2E+06,5.2E+06,1.1E+06,3.8E+06,3.1E+06,3.9E+06,9.1E+05,1.1E+06,6.9E+05,8.4E+05,2.5E+06,2.6E+06,2.6E+06,PE(18:0p/20:4)+H,(18:0p/20:4),PE,C43 H79 O7 N1 P1,13.18465836,752.5588685,28.83485435,1.107171085
16.39_782.6038m/z,782.6038,16.39,436591.5254,Accucore_C18_pos,6.1E+05,9.3E+05,9.9E+05,5.5E+05,5.4E+05,1.3E+06,5.5E+05,4.5E+05,5.8E+05,4.2E+05,2.1E+04,2.1E+05,7.8E+05,1.5E+05,1.6E+05,5.0E+05,7.0E+04,1.1E+05,4.0E+05,2.2E+05,4.2E+05,1.8E+05,6.6E+05,2.5E+05,4.0E+05,3.8E+04,7.7E+05,9.4E+04,1.5E+06,1.2E+05,4.0E+05,5.3E+05,6.6E+05,8.0E+05,3.4E+05,3.4E+05,3.6E+05,PE(18:0p/22:3)+H,(18:0p/22:3),PE,C45 H85 O7 N1 P1,16.39045407,782.6058185,35.45772521,2.283838541
14.65_780.5885m/z,780.5885,14.65,375936.1775,Accucore_C18_pos,3.8E+05,7.1E+05,8.4E+05,2.6E+05,4.5E+05,1.1E+06,3.0E+05,5.3E+05,6.9E+05,3.1E+05,1.7E+05,6.4E+05,4.9E+05,1.6E+05,2.1E+05,3.0E+05,1.7E+05,2.4E+05,6.0E+05,2.7E+05,3.8E+05,1.6E+05,6.1E+05,2.8E+05,4.5E+05,1.7E+05,5.5E+05,2.5E+05,1.1E+06,3.0E+05,3.8E+05,4.6E+05,3.6E+05,4.4E+05,3.0E+05,3.1E+05,3.0E+05,PE(18:0p/22:4)+H,(18:0p/22:4),PE,C45 H83 O7 N1 P1,14.64247895,780.5901685,23.8796982,1.446193703
13.93_778.5723m/z,778.5723,13.93,59340.6142,Accucore_C18_pos,1.7E+04,3.7E+05,4.6E+05,1.5E+03,2.5E+05,6.8E+05,2.4E+03,3.9E+05,5.1E+05,2.5E+04,8.1E+03,1.2E+05,3.9E+04,6.1E+04,7.2E+04,1.1E+04,2.9E+04,4.2E+04,5.7E+04,3.7E+05,1.6E+04,3.0E+05,3.5E+04,3.4E+05,6.2E+04,4.4E+04,8.4E+04,1.4E+05,2.6E+05,1.2E+05,5.2E+03,1.5E+04,1.1E+04,1.0E+04,8.5E+04,8.9E+04,8.9E+04,PE(18:0p/22:5)+H,(18:0p/22:5),PE,C45 H81 O7 N1 P1,13.93274858,778.5745185,27.08832216,1.586979762
9.05_712.4895m/z,712.4895,9.05,19044.69511,Accucore_C18_pos,2.0E+03,3.8E+04,7.3E+04,0.0E+00,4.1E+04,1.1E+05,0.0E+00,6.2E+04,8.8E+04,1.2E+03,7.3E+03,6.7E+04,4.5E+03,1.1E+04,2.2E+04,6.4E+02,1.3E+04,1.9E+04,4.3E+04,8.8E+04,2.0E+04,6.3E+04,5.3E+04,7.0E+04,4.1E+03,1.7E+04,2.0E+03,1.9E+04,6.4E+03,1.2E+04,1.9E+04,1.9E+04,3.5E+03,7.4E+03,1.6E+04,1.6E+04,2.0E+04,PE(18:1/14:0)+Na,(18:1/14:0),PE,C37 H72 O8 N1 P1 Na1,9.032,712.4887785,10.29689288,1.040658591
12.30_744.5523m/z,744.5523,12.30,25436820.42,Accucore_C18_pos,1.7E+07,3.8E+07,4.7E+07,1.6E+07,3.0E+07,5.8E+07,1.5E+07,3.4E+07,4.4E+07,1.4E+07,1.6E+07,4.5E+07,2.9E+07,2.1E+07,2.5E+07,1.6E+07,2.1E+07,2.6E+07,1.1E+07,5.7E+07,1.2E+07,4.6E+07,1.9E+07,5.8E+07,1.4E+07,2.9E+07,3.4E+07,4.0E+07,4.4E+07,3.6E+07,1.4E+07,1.7E+07,2.1E+07,2.5E+07,2.1E+07,2.2E+07,2.3E+07,PE(18:1/18:1)+H,(18:1/18:1),PE,C41 H79 O8 N1 P1,12.28933429,744.5537835,46.22747421,0.455016431
10.52_766.5359m/z,766.5359,10.52,28587383.24,Accucore_C18_pos,4.5E+06,4.3E+07,5.3E+07,3.6E+06,3.6E+07,7.1E+07,3.9E+06,4.5E+07,5.8E+07,5.3E+06,2.7E+07,7.7E+07,9.1E+06,3.1E+07,3.8E+07,5.4E+06,3.0E+07,3.6E+07,1.2E+07,6.0E+07,8.8E+06,4.6E+07,1.7E+07,6.3E+07,8.9E+06,5.0E+07,9.6E+06,4.8E+07,2.1E+07,5.6E+07,9.2E+06,1.1E+07,6.6E+06,7.8E+06,2.1E+07,2.2E+07,2.3E+07,PE(18:1/18:1)+Na,(18:1/18:1),PE,C41 H78 O8 N1 P1 Na1,10.49877987,766.5357285,47.40031998,1.808463904
12.30_742.5401m/z,742.5401,12.30,10722359.35,Accucore_C18_neg,8.0E+06,1.3E+07,2.2E+07,8.2E+06,1.6E+07,2.0E+07,6.4E+06,1.1E+07,1.7E+07,5.5E+06,7.1E+06,1.6E+07,1.3E+07,8.6E+06,1.3E+07,6.0E+06,1.0E+07,1.0E+07,4.3E+06,2.6E+07,7.3E+06,2.0E+07,8.3E+06,2.4E+07,5.9E+06,1.0E+07,1.3E+07,2.2E+07,1.8E+07,1.6E+07,7.2E+06,6.1E+06,1.2E+07,1.1E+07,9.6E+06,7.8E+06,7.4E+06,PE(18:1/18:1)-H,(18:1/18:1),PE,C41 H77 O8 N1 P1,12.28933429,742.5392305,20,0.42766161
10.92_742.5364m/z,742.5364,10.92,1183391.524,Accucore_C18_pos,6.5E+05,3.2E+06,4.2E+06,6.7E+05,2.5E+06,5.4E+06,5.4E+05,2.5E+06,3.5E+06,4.0E+05,5.2E+05,2.0E+06,1.0E+06,9.4E+05,1.2E+06,6.1E+05,1.1E+06,1.4E+06,6.8E+05,4.3E+06,7.2E+05,3.2E+06,1.3E+06,4.0E+06,5.5E+05,1.3E+06,1.2E+06,2.8E+06,1.5E+06,2.1E+06,7.8E+05,9.5E+05,1.0E+06,1.2E+06,1.2E+06,1.3E+06,1.3E+06,PE(18:1/18:2)+H,(18:1/18:2),PE,C41 H77 O8 N1 P1,10.90014051,742.5381335,29.45758578,0.675270799
9.55_764.5201m/z,764.5201,9.55,529362.8221,Accucore_C18_pos,2.3E+05,8.9E+05,1.2E+06,1.1E+05,7.0E+05,1.8E+06,1.9E+05,8.5E+05,1.3E+06,2.2E+05,2.9E+05,9.9E+05,3.3E+05,4.2E+05,5.3E+05,2.9E+05,5.0E+05,5.7E+05,5.5E+05,1.0E+06,4.7E+05,7.8E+05,9.5E+05,1.0E+06,3.0E+05,5.2E+05,1.8E+05,1.1E+06,4.2E+05,1.1E+06,5.1E+05,6.1E+05,4.1E+05,4.5E+05,4.4E+05,4.4E+05,4.5E+05,PE(18:1/18:2)+Na,(18:1/18:2),PE,C41 H76 O8 N1 P1 Na1,9.526869602,764.5200785,46.78188784,1.998666466
9.38_764.5198m/z,764.5198,9.38,180270.609,Accucore_C18_pos,1.1E+03,6.0E+05,8.4E+05,8.0E+04,4.8E+05,1.3E+06,1.2E+03,5.8E+05,8.1E+05,5.1E+02,1.3E+05,4.6E+05,1.2E+04,3.1E+05,3.4E+05,7.3E+02,2.3E+05,2.9E+05,4.6E+04,8.1E+05,2.1E+04,5.9E+05,9.7E+04,7.5E+05,6.4E+03,2.6E+05,1.7E+04,6.2E+05,5.7E+04,5.0E+05,2.6E+04,7.2E+04,2.0E+03,3.3E+04,1.9E+05,2.0E+05,2.3E+05,PE(18:1/18:2)+Na| PE(18:2/20:4)+H,(18:1/18:2)| (18:2/20:4),PE| PE,C41 H76 O8 N1 P1 Na1| C43 H75 O8 N1 P1,9.52686960234521| 9.20835863426923,764.52007847| 764.52248347,46.7818878421968| 26.4419911438518,1.99866646604927| 0.315716321824173
10.91_740.5246m/z,740.5246,10.91,554694.7149,Accucore_C18_neg,3.1E+05,8.2E+05,1.4E+06,3.0E+05,1.1E+06,1.4E+06,2.6E+05,6.8E+05,1.2E+06,2.0E+05,2.7E+05,6.6E+05,4.9E+05,4.0E+05,6.6E+05,2.6E+05,6.0E+05,5.8E+05,2.5E+05,1.9E+06,4.6E+05,1.4E+06,5.7E+05,1.6E+06,2.2E+05,4.6E+05,4.8E+05,1.6E+06,5.4E+05,1.0E+06,4.3E+05,3.9E+05,6.3E+05,5.0E+05,5.4E+05,4.3E+05,4.0E+05,PE(18:1/18:2)-H,(18:1/18:2),PE,C41 H75 O8 N1 P1,10.90014051,740.5235805,23.33333333,0.13005489
