LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,mScore,tScore,Mode,CalcMz,IonFormula,RT,Intensity,1O3_A,3O3_E,5O3_F,7O3_M,9O3_N,11O3_P,13O5_A,15O5_E,17O5_F,19O5_M,21O5_N,23O5_P,25O7_A,27O7_E,29O7_F,31O7_M,33O7_N,35O7_P,37O8_A,39O8_E,41O8_F,43O8_M,45O8_N,47O8_P,49PBS_1,51PBS_2,53PBS_3,55QC_1,57QC_2,59QC_3,61QC_4,63Y3_A,65Y3_E,67Y3_F,69Y3_M,71Y3_N,73Y3_P,75Y4_A,77Y4_E,79Y4_F,81Y4_M,83Y4_N,85Y4_P,87Y5_A,89Y5_E,91Y5_F,93Y5_M,95Y5_N,97Y5_P,99Y6_A,101Y6_E,103Y6_F,105Y6_M,107Y6_N,109Y6_P
PC(18:1/22:5)+H,PC,(18:1/22:5),(18:1),(22:5),,,18.7,0.5,Accucore_C18_pos,834.6007,C48 H85 O8 N1 P1,10.26,1.5E+07,1.5E+07,9.7E+06,3.2E+06,9.3E+06,2.4E+07,1.6E+07,1.9E+07,1.5E+07,1.1E+07,1.8E+07,1.6E+07,3.7E+06,1.4E+07,1.4E+07,1.3E+07,2.5E+07,1.5E+07,4.6E+06,1.2E+07,8.9E+06,6.8E+06,1.6E+07,2.1E+07,1.5E+07,0.0E+00,0.0E+00,1.1E+04,6.5E+06,3.4E+06,2.2E+07,2.0E+07,2.1E+07,2.1E+07,1.4E+07,2.8E+07,4.1E+07,2.6E+07,2.5E+07,1.7E+07,1.5E+07,2.7E+07,3.1E+07,2.0E+07,2.6E+07,1.0E+07,1.2E+07,2.6E+07,4.2E+07,2.2E+07,1.5E+07,1.5E+07,3.8E+06,3.0E+07,3.3E+07,1.6E+07
PC(18:1/22:5)+HCOO,PC,(18:1/22:5),(18:1),(22:5),,,12.4,0.7,Accucore_C18_neg,878.5917,C49 H85 O10 N1 P1,10.26,1.9E+06,1.4E+06,8.9E+05,4.0E+05,1.6E+06,2.2E+06,1.6E+06,1.9E+06,1.3E+06,7.1E+05,2.1E+06,1.6E+06,1.9E+06,1.3E+06,1.4E+06,7.4E+05,2.3E+06,2.0E+06,2.3E+06,1.3E+06,7.6E+05,5.0E+05,1.6E+06,1.9E+06,1.4E+06,0.0E+00,0.0E+00,0.0E+00,2.0E+06,1.9E+06,1.9E+06,2.1E+06,2.0E+06,2.1E+06,9.8E+05,2.9E+06,3.5E+06,2.1E+06,2.4E+06,1.8E+06,1.0E+06,2.3E+06,3.5E+06,2.6E+06,2.4E+06,1.6E+06,7.5E+05,3.3E+06,3.0E+06,2.3E+06,1.7E+06,1.4E+06,8.7E+05,2.8E+06,2.7E+06,2.3E+06
PC(18:1/22:5)+Na,PC,(18:1/22:5),(18:1),(22:5),,,11.7,0.1,Accucore_C18_pos,856.5827,C48 H84 O8 N1 P1 Na1,10.26,1.7E+06,5.8E+05,4.3E+05,1.4E+05,1.3E+06,5.8E+06,1.7E+06,3.0E+06,2.4E+06,1.3E+05,3.2E+06,7.1E+05,2.9E+06,2.4E+05,7.7E+05,4.5E+05,2.2E+06,2.9E+06,6.5E+05,1.8E+05,1.7E+06,3.0E+05,7.4E+05,2.2E+06,1.6E+06,0.0E+00,0.0E+00,0.0E+00,6.8E+05,3.1E+06,3.4E+06,3.5E+06,4.5E+06,3.3E+06,1.7E+06,4.7E+06,8.4E+06,3.1E+06,3.8E+06,2.3E+06,1.4E+06,3.1E+06,2.9E+06,3.4E+05,4.5E+06,2.2E+06,1.5E+06,4.5E+06,2.6E+06,2.0E+06,1.4E+06,1.3E+06,1.4E+06,5.9E+06,3.9E+06,1.4E+06
PS(18:2/20:4)-H,PS,(18:2/20:4),(18:2),(20:4),,,7.2,1.2,Accucore_C18_neg,806.4978,C44 H73 O10 N1 P1,10.26,9.9E+04,0.0E+00,0.0E+00,1.2E+05,0.0E+00,0.0E+00,0.0E+00,0.0E+00,9.7E+04,3.4E+04,8.7E+04,1.9E+04,8.0E+04,1.8E+05,1.7E+05,6.4E+04,6.9E+04,2.9E+05,4.9E+04,1.8E+05,0.0E+00,0.0E+00,0.0E+00,1.4E+05,8.5E+04,0.0E+00,0.0E+00,0.0E+00,2.4E+05,9.9E+04,1.8E+05,1.5E+05,2.5E+05,1.7E+05,7.3E+05,3.9E+04,5.8E+04,2.0E+05,1.1E+05,1.5E+06,2.3E+06,2.0E+05,2.6E+06,2.4E+06,4.4E+05,3.4E+04,4.7E+04,3.5E+06,5.0E+05,2.9E+06,4.9E+04,4.6E+05,2.8E+06,3.3E+04,4.2E+06,2.6E+05
PA(19:0/22:6)-H,PA,(19:0/22:6),(19:0),(22:6),,,3.3,0.2,Accucore_C18_neg,761.5127,C44 H74 O8 N0 P1,10.27,9.6E+06,7.6E+06,8.3E+06,9.4E+06,7.0E+06,1.9E+07,7.1E+06,6.7E+06,1.1E+07,1.2E+07,9.0E+06,1.1E+07,1.2E+07,9.6E+06,1.0E+07,1.3E+07,8.3E+06,1.3E+07,8.0E+06,6.3E+06,3.8E+06,8.0E+06,5.7E+06,1.1E+07,6.3E+06,0.0E+00,0.0E+00,0.0E+00,1.1E+07,1.1E+07,1.1E+07,1.0E+07,8.9E+06,1.5E+07,1.4E+07,9.3E+06,1.8E+07,1.0E+07,1.2E+07,1.0E+07,1.5E+07,2.9E+06,1.5E+07,9.1E+06,9.3E+06,1.4E+07,1.5E+07,8.8E+06,1.5E+07,1.1E+07,8.2E+06,9.4E+06,1.2E+07,7.5E+06,1.5E+07,8.6E+06
DG(18:3e/18:1)+H,DG,(18:3e/18:1),(18:3e),(18:1),,,3.3,0.2,Accucore_C18_pos,603.5347,C39 H71 O4,10.27,1.3E+07,1.1E+07,5.4E+05,3.2E+07,7.0E+06,2.9E+07,9.1E+06,1.6E+07,2.1E+07,1.7E+07,9.3E+06,1.2E+07,1.8E+07,1.0E+07,1.3E+07,1.3E+07,1.0E+06,5.9E+06,6.6E+06,9.4E+06,1.2E+07,1.2E+07,6.2E+06,2.3E+07,7.8E+05,1.3E+04,0.0E+00,0.0E+00,1.6E+07,1.7E+07,1.4E+07,1.4E+07,5.8E+06,1.5E+07,4.6E+07,1.5E+06,2.6E+07,1.4E+06,1.6E+06,1.2E+07,5.0E+07,7.5E+05,2.2E+07,1.4E+07,2.4E+07,1.7E+07,2.1E+07,2.2E+07,3.8E+07,1.3E+07,3.1E+05,6.5E+06,2.2E+07,1.7E+07,1.8E+07,6.7E+06
PS(18:1/20:4)-H,PS,(18:1/20:4),(18:1),(20:4),,,22.5,0.4,Accucore_C18_neg,808.5134,C44 H75 O10 N1 P1,10.27,5.3E+06,4.3E+06,3.4E+06,9.7E+06,1.4E+06,7.9E+06,4.6E+06,4.5E+06,6.6E+06,8.9E+06,5.3E+06,4.4E+06,6.2E+06,4.9E+06,5.3E+06,8.9E+06,3.8E+06,4.7E+06,4.6E+06,3.9E+06,3.9E+06,7.2E+06,2.7E+06,5.5E+06,3.5E+06,0.0E+00,0.0E+00,0.0E+00,5.3E+06,6.4E+06,5.9E+06,6.3E+06,5.1E+06,5.7E+06,1.3E+07,4.4E+06,7.1E+06,5.9E+06,5.6E+06,3.9E+06,1.6E+07,4.2E+06,5.1E+06,5.7E+06,6.4E+06,4.2E+06,1.0E+07,6.1E+06,7.6E+06,5.7E+06,4.2E+06,3.3E+06,9.5E+06,5.0E+06,5.8E+06,5.0E+06
PA(18:1/18:1)-H,PA,(18:1/18:1),(18:1),(18:1),,,16.2,0.6,Accucore_C18_neg,699.4970,C39 H72 O8 N0 P1,10.27,1.3E+06,7.1E+05,6.9E+05,1.6E+06,5.7E+05,1.7E+06,1.1E+06,9.2E+05,1.3E+06,2.4E+06,7.8E+05,2.5E+06,1.7E+06,9.1E+05,7.0E+05,1.7E+06,1.1E+06,3.6E+06,1.2E+06,8.0E+05,4.2E+05,8.2E+05,4.5E+05,1.9E+06,8.4E+05,0.0E+00,0.0E+00,0.0E+00,1.7E+06,1.8E+06,1.8E+06,1.7E+06,1.8E+06,2.1E+06,2.2E+06,7.5E+05,2.0E+06,1.9E+06,1.6E+06,7.8E+05,2.8E+06,2.2E+05,6.2E+06,8.6E+05,1.1E+06,1.1E+06,2.2E+06,1.5E+06,2.1E+06,2.2E+06,1.5E+06,3.9E+05,3.6E+06,8.3E+05,2.8E+06,9.8E+05
PE(18:1/18:2)+H,PE,(18:1/18:2),(18:1),(18:2),,,36.3,0.8,Accucore_C18_pos,742.5381,C41 H77 O8 N1 P1,10.27,2.4E+07,2.3E+07,1.9E+07,8.6E+07,1.6E+07,2.7E+07,2.4E+07,2.9E+07,2.8E+07,7.0E+07,2.5E+07,1.9E+07,2.3E+07,1.4E+07,2.2E+07,7.5E+07,2.3E+07,1.5E+07,2.4E+07,1.7E+07,1.9E+07,6.2E+07,5.5E+06,1.9E+07,1.6E+07,0.0E+00,0.0E+00,0.0E+00,3.1E+07,3.3E+07,3.5E+07,3.5E+07,2.4E+07,2.4E+07,9.3E+07,2.4E+07,2.7E+07,2.0E+07,2.7E+07,1.8E+07,1.2E+08,3.0E+07,2.4E+07,2.1E+07,3.2E+07,2.7E+07,6.6E+07,4.3E+07,3.3E+07,2.7E+07,2.1E+07,1.7E+07,7.1E+07,3.3E+07,2.2E+07,1.9E+07
PE(18:1/18:2)-H,PE,(18:1/18:2),(18:1),(18:2),,,21.7,0.2,Accucore_C18_neg,740.5236,C41 H75 O8 N1 P1,10.27,1.1E+07,8.8E+06,7.3E+06,4.7E+07,8.8E+06,1.3E+07,1.2E+07,1.3E+07,1.3E+07,3.2E+07,1.1E+07,7.8E+06,1.1E+07,6.6E+06,9.7E+06,3.2E+07,9.9E+06,6.7E+06,1.2E+07,9.4E+06,9.0E+06,2.8E+07,5.5E+06,8.3E+06,6.8E+06,0.0E+00,0.0E+00,0.0E+00,1.4E+07,1.4E+07,2.4E+07,1.4E+07,1.2E+07,9.5E+06,5.0E+07,9.3E+06,1.2E+07,1.3E+07,1.3E+07,7.1E+06,6.5E+07,1.1E+07,1.1E+07,8.7E+06,1.5E+07,1.1E+07,3.4E+07,1.8E+07,1.5E+07,9.9E+06,8.0E+06,6.4E+06,3.6E+07,1.4E+07,9.2E+06,8.7E+06
DG(18:3e/18:2)+H,DG,(18:3e/18:2),(18:3e),(18:2),,,3.3,1.2,Accucore_C18_pos,601.5190,C39 H69 O4,10.27,1.4E+07,1.4E+07,1.0E+07,2.9E+07,1.4E+07,6.1E+06,7.9E+06,5.2E+06,4.2E+06,2.8E+07,1.7E+07,1.1E+07,1.4E+07,1.2E+07,1.1E+07,2.5E+07,1.6E+07,1.8E+07,7.9E+06,5.9E+06,6.5E+06,2.0E+07,1.1E+07,7.6E+06,6.9E+06,8.6E+03,0.0E+00,1.4E+04,1.8E+07,1.4E+07,1.9E+07,1.9E+07,1.1E+07,8.5E+06,3.4E+07,2.4E+07,2.2E+07,2.0E+07,1.7E+07,1.9E+07,4.0E+07,1.4E+07,4.1E+07,1.2E+07,1.0E+07,1.7E+07,2.8E+07,7.7E+06,7.9E+06,1.5E+07,1.2E+07,1.5E+07,3.0E+07,1.1E+07,1.9E+07,9.1E+06
PI(18:0/14:0)-H,PI,(18:0/14:0),(18:0),(14:0),,,44.1,0.8,Accucore_C18_neg,809.5186,C41 H78 O13 N0 P1,10.27,2.2E+06,1.9E+06,1.2E+06,4.1E+06,1.7E+06,3.2E+06,2.2E+06,2.1E+06,3.0E+06,4.6E+06,2.2E+06,2.4E+06,2.5E+06,1.9E+06,2.2E+06,4.3E+06,1.8E+06,1.9E+06,1.7E+06,1.4E+06,1.5E+06,2.7E+06,1.6E+05,2.4E+06,1.4E+06,0.0E+00,0.0E+00,3.1E+04,2.1E+06,2.6E+06,2.3E+06,2.5E+06,2.6E+06,2.4E+06,5.4E+06,1.2E+06,3.2E+06,2.4E+06,2.7E+06,1.6E+06,6.8E+06,1.7E+06,2.5E+06,2.1E+06,2.9E+06,7.1E+05,4.4E+06,2.5E+06,3.2E+06,2.5E+06,1.8E+06,1.9E+06,4.0E+06,2.1E+06,2.2E+06,2.0E+06
Hex1Cer(d16:1/18:2)+HCOO,Hex1Cer,(d16:1/18:2),(d16:1),(18:2),,,5.3,2.3,Accucore_C18_neg,740.5318,C41 H74 O10 N1,10.28,1.2E+07,8.8E+06,7.6E+06,4.5E+07,8.2E+06,1.4E+07,1.4E+07,1.7E+07,1.7E+07,3.3E+07,1.3E+07,9.0E+06,1.3E+07,7.5E+06,1.2E+07,3.2E+07,1.1E+07,7.5E+06,1.2E+07,1.0E+07,1.1E+07,2.7E+07,5.1E+06,8.8E+06,6.1E+06,0.0E+00,6.1E+03,0.0E+00,1.5E+07,1.7E+07,1.9E+07,1.8E+07,1.4E+07,1.0E+07,4.8E+07,9.7E+06,1.3E+07,8.5E+06,1.4E+07,8.2E+06,6.5E+07,1.1E+07,1.2E+07,1.1E+07,1.8E+07,1.3E+07,3.2E+07,2.1E+07,1.5E+07,5.6E+06,1.0E+07,6.8E+06,3.4E+07,1.5E+07,1.1E+07,1.2E+07
PC(15:0/18:3)+H,PC,(15:0/18:3),(15:0),(18:3),,,13.9,2.0,Accucore_C18_pos,742.5381,C41 H77 O8 N1 P1,10.28,2.4E+07,2.3E+07,1.9E+07,8.6E+07,1.6E+07,2.7E+07,2.4E+07,2.9E+07,2.8E+07,7.0E+07,2.5E+07,1.9E+07,2.3E+07,1.4E+07,2.2E+07,7.5E+07,2.3E+07,1.5E+07,2.4E+07,1.7E+07,1.9E+07,6.2E+07,5.5E+06,1.9E+07,1.6E+07,0.0E+00,0.0E+00,0.0E+00,3.1E+07,3.3E+07,3.5E+07,3.5E+07,2.4E+07,2.4E+07,9.3E+07,2.4E+07,2.7E+07,2.0E+07,2.7E+07,1.8E+07,1.2E+08,3.0E+07,2.4E+07,2.1E+07,3.2E+07,2.7E+07,6.6E+07,4.3E+07,3.3E+07,2.7E+07,2.1E+07,1.7E+07,7.1E+07,3.3E+07,2.2E+07,1.9E+07
PS(16:1/22:6)+Na,PS,(16:1/22:6),(16:1),(22:6),,,3.5,1.8,Accucore_C18_pos,828.4786,C44 H72 O10 N1 P1 Na1,10.28,3.4E+06,3.0E+06,2.8E+06,3.3E+06,2.1E+06,6.3E+06,3.5E+06,3.4E+06,4.4E+06,1.9E+06,2.9E+06,4.1E+06,3.7E+06,4.3E+06,4.4E+06,4.7E+06,1.4E+06,3.6E+06,1.6E+06,2.3E+06,2.9E+06,3.2E+06,1.8E+06,4.8E+06,2.6E+06,0.0E+00,0.0E+00,0.0E+00,3.7E+06,3.4E+06,3.8E+06,2.9E+06,3.2E+06,4.3E+06,4.4E+06,3.2E+06,5.3E+06,5.7E+06,4.8E+06,3.9E+06,4.8E+06,2.4E+06,2.9E+06,3.5E+06,4.2E+06,4.0E+06,5.3E+06,3.1E+06,5.4E+06,3.3E+06,4.4E+05,2.6E+06,4.2E+06,1.8E+06,3.8E+06,3.3E+06
PA(16:0/18:1)-H,PA,(16:0/18:1),(16:0),(18:1),,,13.4,0.1,Accucore_C18_neg,673.4814,C37 H70 O8 N0 P1,10.29,3.3E+06,1.7E+06,2.1E+06,3.1E+06,1.9E+06,3.7E+06,2.6E+06,2.1E+06,3.3E+06,5.5E+06,3.1E+06,7.4E+06,3.7E+06,2.7E+06,2.2E+06,3.4E+06,1.0E+06,1.4E+07,2.4E+06,1.6E+06,1.5E+06,1.9E+06,1.3E+06,5.0E+06,2.1E+06,0.0E+00,0.0E+00,0.0E+00,4.6E+06,4.3E+06,4.9E+06,4.5E+06,4.2E+06,5.2E+06,4.5E+06,2.4E+06,4.1E+06,5.1E+06,3.8E+06,3.0E+06,6.0E+06,9.4E+05,2.1E+07,2.8E+06,2.6E+06,3.6E+06,6.2E+06,4.1E+06,5.2E+06,7.4E+06,3.6E+06,1.7E+06,9.2E+06,2.5E+06,7.5E+06,2.9E+06
MLCL(23:0/18:1/24:1)-2H,MLCL,(23:0/18:1/24:1),(23:0),(18:1),(24:1),,6.2,11.0,Accucore_C18_neg,673.4814,C74 H140 O16 P2,10.29,3.3E+06,1.7E+06,2.1E+06,3.1E+06,1.9E+06,3.7E+06,2.6E+06,2.1E+06,3.3E+06,5.5E+06,3.1E+06,7.4E+06,3.7E+06,2.7E+06,2.2E+06,3.4E+06,1.0E+06,1.4E+07,2.4E+06,1.6E+06,1.5E+06,1.9E+06,1.3E+06,5.0E+06,2.1E+06,0.0E+00,0.0E+00,0.0E+00,4.6E+06,4.3E+06,4.9E+06,4.5E+06,4.2E+06,5.2E+06,4.5E+06,2.4E+06,4.1E+06,5.1E+06,3.8E+06,3.0E+06,6.0E+06,9.4E+05,2.1E+07,2.8E+06,2.6E+06,3.6E+06,6.2E+06,4.1E+06,5.2E+06,7.4E+06,3.6E+06,1.7E+06,9.2E+06,2.5E+06,7.5E+06,2.9E+06
PS(22:5/21:0)-H,PS,(22:5/21:0),(22:5),(21:0),,,4.7,4.1,Accucore_C18_neg,878.5917,C49 H85 O10 N1 P1,10.29,1.9E+06,1.4E+06,8.9E+05,4.0E+05,1.6E+06,2.2E+06,1.6E+06,1.9E+06,1.3E+06,7.1E+05,2.1E+06,1.6E+06,1.9E+06,1.3E+06,1.4E+06,7.4E+05,2.3E+06,2.0E+06,2.3E+06,1.3E+06,7.6E+05,5.0E+05,1.6E+06,1.9E+06,1.4E+06,0.0E+00,0.0E+00,0.0E+00,2.0E+06,1.9E+06,1.9E+06,2.1E+06,2.0E+06,2.1E+06,9.8E+05,2.9E+06,3.5E+06,2.1E+06,2.4E+06,1.8E+06,1.0E+06,2.3E+06,3.5E+06,2.6E+06,2.4E+06,1.6E+06,7.5E+05,3.3E+06,3.0E+06,2.3E+06,1.7E+06,1.4E+06,8.7E+05,2.8E+06,2.7E+06,2.3E+06
CL(23:0/16:0/18:1/22:5)-2H,CL,(23:0/16:0/18:1/22:5),(23:0),(16:0),(18:1),(22:5),30.3,8.4,Accucore_C18_neg,774.5493,C88 H158 O17 P2,10.29,7.6E+06,6.7E+06,4.1E+06,7.6E+06,4.5E+06,9.5E+06,8.6E+06,1.1E+07,8.7E+06,6.9E+06,8.2E+06,6.3E+06,8.4E+06,6.3E+06,4.4E+06,7.6E+06,5.0E+06,4.3E+06,7.3E+06,7.1E+06,2.9E+06,4.6E+06,3.1E+06,8.9E+06,5.1E+06,0.0E+00,0.0E+00,0.0E+00,8.4E+06,8.3E+06,9.5E+06,8.1E+06,1.3E+07,7.5E+06,5.4E+06,8.1E+06,9.4E+06,9.0E+06,9.0E+06,5.7E+06,7.5E+06,8.2E+06,9.2E+06,1.0E+07,1.4E+07,6.9E+06,3.6E+06,1.4E+07,1.0E+07,1.0E+07,7.9E+06,4.5E+06,7.2E+06,1.3E+07,7.0E+06,9.0E+06
PS(16:0/22:2)-H,PS,(16:0/22:2),(16:0),(22:2),,,3.0,2.7,Accucore_C18_neg,814.5604,C44 H81 O10 N1 P1,10.29,9.1E+06,4.5E+06,6.8E+06,2.2E+06,6.6E+06,1.3E+07,5.7E+06,1.0E+07,1.3E+07,4.0E+06,1.3E+07,9.8E+06,8.5E+06,5.5E+06,8.6E+06,3.6E+06,1.1E+07,1.2E+07,6.7E+06,2.8E+06,3.7E+06,1.1E+06,4.4E+06,7.8E+06,2.8E+06,0.0E+00,0.0E+00,0.0E+00,1.1E+07,1.1E+07,1.2E+07,1.1E+07,1.1E+07,1.6E+07,6.7E+06,1.7E+07,2.9E+07,1.1E+07,8.5E+06,1.5E+07,6.9E+06,9.3E+06,2.8E+07,8.4E+06,1.3E+07,1.6E+07,6.2E+06,2.2E+07,2.7E+07,1.2E+07,7.3E+06,1.2E+07,5.8E+06,1.6E+07,2.0E+07,9.1E+06
PC(15:0/16:0)+H,PC,(15:0/16:0),(15:0),(16:0),,,13.5,0.4,Accucore_C18_pos,720.5538,C39 H79 O8 N1 P1,10.30,1.2E+06,7.3E+05,1.1E+06,1.1E+06,1.9E+06,1.3E+06,6.7E+05,3.7E+05,2.1E+06,1.0E+06,4.8E+05,3.3E+06,3.8E+06,1.7E+06,3.2E+05,4.0E+06,9.6E+05,1.4E+06,1.2E+06,9.4E+04,5.4E+05,6.6E+05,5.9E+05,1.4E+06,1.1E+06,0.0E+00,0.0E+00,1.7E+04,1.2E+06,3.2E+05,2.5E+06,2.1E+05,9.0E+05,8.6E+04,2.1E+06,2.8E+06,3.2E+06,1.8E+06,1.4E+06,4.5E+05,7.4E+05,2.6E+06,4.4E+06,1.2E+06,1.7E+06,3.5E+06,1.0E+06,3.8E+05,6.9E+06,4.7E+05,1.5E+06,1.4E+06,3.4E+06,1.8E+06,4.9E+04,2.0E+06
DG(18:3e/15:0)+H,DG,(18:3e/15:0),(18:3e),(15:0),,,3.3,1.4,Accucore_C18_pos,563.5034,C36 H67 O4,10.30,4.2E+06,1.1E+06,3.3E+06,3.4E+06,1.7E+06,2.9E+06,3.6E+06,1.9E+06,3.7E+06,9.6E+06,3.1E+06,1.1E+07,4.8E+06,2.9E+06,2.3E+06,4.3E+06,5.0E+06,2.1E+07,2.9E+06,1.1E+06,1.5E+06,1.0E+06,2.1E+06,5.2E+06,2.8E+06,0.0E+00,0.0E+00,0.0E+00,6.2E+06,6.1E+06,6.7E+06,6.6E+06,6.4E+06,8.6E+06,4.9E+06,3.3E+06,4.2E+06,8.8E+06,5.3E+06,4.6E+06,8.5E+06,5.6E+05,4.1E+07,3.9E+06,2.6E+06,5.3E+06,1.0E+07,5.9E+06,6.6E+06,1.1E+07,5.6E+06,1.7E+06,1.4E+07,2.7E+06,1.3E+07,3.8E+06
PG(20:0/16:1)-H,PG,(20:0/16:1),(20:0),(16:1),,,5.5,0.9,Accucore_C18_neg,775.5495,C42 H80 O10 N0 P1,10.30,3.8E+06,3.5E+06,1.7E+06,3.1E+06,2.2E+06,4.2E+06,4.4E+06,5.5E+06,4.5E+06,2.7E+06,4.3E+06,2.9E+06,4.2E+06,3.1E+06,3.5E+06,3.6E+06,3.8E+06,2.5E+06,4.9E+06,3.4E+06,2.4E+06,2.1E+06,1.4E+06,4.6E+06,2.5E+06,0.0E+00,0.0E+00,0.0E+00,4.0E+06,4.0E+06,3.9E+06,3.8E+06,5.9E+06,3.6E+06,4.7E+06,3.9E+06,4.3E+06,4.0E+06,4.7E+06,2.8E+06,4.9E+06,3.8E+06,4.2E+06,5.0E+06,4.7E+06,3.6E+06,3.3E+06,6.9E+06,4.7E+06,4.9E+06,3.8E+06,2.0E+06,6.1E+05,6.0E+06,3.2E+06,4.1E+06
PS(16:0/18:1)+H,PS,(16:0/18:1),(16:0),(18:1),,,5.4,0.9,Accucore_C18_pos,762.5280,C40 H77 O10 N1 P1,10.31,4.4E+07,3.7E+07,3.5E+07,3.3E+07,2.8E+07,8.0E+07,3.0E+07,2.8E+07,4.9E+07,5.6E+07,4.1E+07,4.7E+07,4.7E+07,4.3E+07,4.9E+07,5.7E+07,3.8E+07,5.6E+07,2.9E+07,2.7E+07,2.5E+07,3.3E+07,2.3E+07,5.0E+07,2.8E+07,0.0E+00,0.0E+00,2.3E-01,4.5E+07,4.3E+07,4.9E+07,4.6E+07,3.4E+07,6.4E+07,5.2E+07,4.7E+07,7.9E+07,5.1E+07,5.3E+07,4.4E+07,6.9E+07,2.9E+07,7.7E+07,4.7E+07,3.9E+07,5.7E+07,6.9E+07,4.0E+07,7.1E+07,5.0E+07,3.6E+07,4.3E+07,6.5E+07,3.3E+07,6.5E+07,3.8E+07
PS(16:0/18:1)-H,PS,(16:0/18:1),(16:0),(18:1),,,61.1,0.3,Accucore_C18_neg,760.5134,C40 H75 O10 N1 P1,10.31,3.0E+07,2.6E+07,2.4E+07,2.8E+07,2.0E+07,5.3E+07,2.2E+07,2.2E+07,3.6E+07,3.4E+07,2.6E+07,3.4E+07,3.3E+07,3.1E+07,3.3E+07,3.5E+07,2.3E+07,3.7E+07,2.3E+07,1.9E+07,2.1E+07,2.5E+07,1.6E+07,3.6E+07,1.9E+07,0.0E+00,0.0E+00,0.0E+00,3.3E+07,3.1E+07,3.5E+07,3.1E+07,2.5E+07,4.1E+07,4.0E+07,2.9E+07,5.2E+07,3.3E+07,3.2E+07,3.0E+07,4.8E+07,2.0E+07,4.5E+07,3.0E+07,2.6E+07,4.0E+07,4.4E+07,3.0E+07,4.9E+07,3.4E+07,2.4E+07,2.8E+07,4.3E+07,2.4E+07,4.3E+07,2.7E+07
PE(17:0/22:6)+H,PE,(17:0/22:6),(17:0),(22:6),,,10.7,0.1,Accucore_C18_pos,778.5381,C44 H77 O8 N1 P1,10.31,7.6E+06,4.3E+06,4.3E+06,4.4E+06,2.5E+06,9.8E+06,5.4E+06,9.1E+06,1.2E+07,3.8E+06,7.0E+06,7.8E+06,7.0E+06,4.2E+06,8.0E+06,5.2E+06,5.4E+06,6.8E+06,7.5E+06,3.3E+06,4.4E+06,1.5E+06,1.1E+06,6.7E+06,1.8E+06,0.0E+00,0.0E+00,0.0E+00,9.7E+06,9.2E+06,8.9E+06,8.8E+06,1.1E+07,1.3E+07,9.9E+06,8.2E+06,1.7E+07,8.0E+06,7.6E+06,9.3E+06,1.1E+07,5.9E+06,1.5E+07,8.7E+06,1.5E+07,1.7E+07,3.0E+06,1.7E+07,1.9E+07,1.2E+07,7.3E+06,9.6E+06,6.5E+06,1.1E+07,1.3E+07,7.6E+06
PE(20:3e/18:1)+Na,PE,(20:3e/18:1),(20:3e),(18:1),,,43.2,2.7,Accucore_C18_pos,776.5565,C43 H80 O7 N1 P1 Na1,10.31,1.1E+07,1.1E+07,5.7E+06,9.6E+06,5.3E+06,1.3E+07,1.3E+07,1.6E+07,1.2E+07,4.9E+06,1.3E+07,9.4E+06,1.6E+07,1.1E+07,9.8E+06,8.9E+06,1.1E+07,8.1E+06,1.4E+07,9.2E+06,1.8E+06,5.7E+06,1.9E+06,1.1E+07,7.7E+06,0.0E+00,0.0E+00,0.0E+00,1.4E+07,1.3E+07,1.3E+07,1.2E+07,2.2E+07,1.1E+07,1.3E+07,1.4E+07,1.4E+07,1.4E+07,1.3E+07,9.0E+06,1.7E+07,1.3E+07,1.3E+07,1.9E+07,2.0E+07,1.1E+07,7.8E+06,2.1E+07,1.6E+07,1.8E+07,9.9E+06,6.4E+06,8.4E+06,1.1E+07,1.0E+07,1.3E+07
PS(18:0/18:1)+Na,PS,(18:0/18:1),(18:0),(18:1),,,16.7,3.2,Accucore_C18_pos,812.5412,C42 H80 O10 N1 P1 Na1,10.32,1.3E+07,9.7E+06,1.2E+07,8.2E+06,1.3E+07,1.8E+07,7.3E+06,7.9E+06,1.8E+07,1.3E+07,2.0E+07,1.3E+07,1.4E+07,1.5E+07,1.4E+07,1.3E+07,1.4E+07,1.8E+07,3.2E+06,7.7E+06,8.9E+06,7.8E+06,8.6E+06,1.8E+07,7.7E+06,0.0E+00,0.0E+00,0.0E+00,1.3E+07,1.6E+07,1.4E+07,1.5E+07,9.2E+06,1.7E+07,1.2E+07,2.0E+07,2.2E+07,1.7E+07,1.3E+07,1.2E+07,1.6E+07,1.3E+07,2.0E+07,1.3E+07,1.0E+07,1.4E+07,1.3E+07,1.5E+07,1.6E+07,1.3E+07,9.7E+06,1.1E+07,1.2E+07,1.7E+07,1.8E+07,1.0E+07
