Rej	ID	LipidMolec	LipidMolecGroup	ClassKey	SubClassKey	FAKey	FAGroupKey	CalcMass	BaseRt	MolFormula	MainIon	IonCnt	IsoCnt	PDBCnt	TotalSmpIDRate(%)	TotalGrade	OrgMeanArea[s1]	OrgMeanHeight[s1]	OrgMaxArea[s1]	OrgMaxHeight[s1]	OrgMedArea[s1]	OrgMedHeight[s1]	OrgAreaStd[s1]	OrgHeightStd[s1]	OrgAreaRsd(%)[s1]	OrgHeightRsd(%)[s1]	MeanArea[s1]	MeanHeight[s1]	MaxArea[s1]	MaxHeight[s1]	MedArea[s1]	MedHeight[s1]	MedSumArea[s1]	AreaStd[s1]	HeightStd[s1]	AreaRsd(%)[s1]	HeightRsd(%)[s1]	MeanConc[s1]	MaxConc[s1]	MedConc[s1]
false	4185	PEt(O-38:4)	PEt(O-38:4)	PEt	alkyl-acyl	(O-38:4)	(O-38:4)	738.5563	9.8012	C43 H79 O7 P1	M-H	1	1	0	100.00	C	1.4959E4	1.7509E5	5.6768E4	6.2976E5	1.0006E4	1.2307E5	1.4348E4	1.4603E5	95.9166	83.4028	1.4959E4	1.7509E5	5.6768E4	6.2976E5	1.0006E4	1.2307E5	1.2307E5	1.4348E4	1.4603E5	95.92	83.40	NaN	NaN	NaN
false	4186	CL(O-82:8)	CL(O-82:8)	CL	alkylacyl-diacyl	(O-82:8)	(O-82:8)	1575.1495	11.0548	C91 H164 O16 P2	M-H	1	1	0	100.00	C	1.2821E4	1.0971E5	5.9948E4	3.7302E5	7.2570E3	7.0616E4	1.5978E4	1.1403E5	124.6228	103.9373	1.2821E4	1.0971E5	5.9948E4	3.7302E5	7.2570E3	7.0616E4	7.0616E4	1.5978E4	1.1403E5	124.62	103.94	NaN	NaN	NaN
false	4187	CL(O-82:8)	CL(O-82:8)	CL	alkylacyl-diacyl	(O-82:8)	(O-82:8)	1575.1495	11.7800	C91 H164 O16 P2	M-H	1	1	0	100.00	C	3.4864E3	7.9376E4	1.4641E4	1.8217E5	2.5711E3	7.1950E4	3.9198E3	5.7940E4	112.4311	72.9938	3.4864E3	7.9376E4	1.4641E4	1.8217E5	2.5711E3	7.1950E4	7.1950E4	3.9198E3	5.7940E4	112.43	72.99	NaN	NaN	NaN
false	4188	CL(O-82:8)	CL(O-82:8)	CL	alkylacyl-diacyl	(O-82:8)	(O-82:8)	1575.1495	12.1929	C91 H164 O16 P2	M-H	1	1	0	100.00	C	5.0230E3	5.7620E4	2.0949E4	1.3443E5	2.7875E3	4.8247E4	6.5448E3	3.8079E4	130.2952	66.0867	5.0230E3	5.7620E4	2.0949E4	1.3443E5	2.7875E3	4.8247E4	4.8247E4	6.5448E3	3.8079E4	130.30	66.09	NaN	NaN	NaN
false	4189	PC(17:1_22:6)	PC(39:7)	PC	diacyl	(17:1_22:6)	(39:7)	817.5622	9.1617	C47 H80 N1 O8 P1	M+HCOO	1	2	2	100.00	C	2.5841E4	2.3433E5	7.6825E4	5.6571E5	3.7212E4	3.2769E5	2.6349E4	2.0957E5	101.9674	89.4326	2.5841E4	2.3433E5	7.6825E4	5.6571E5	3.7212E4	3.2769E5	3.2769E5	2.6349E4	2.0957E5	101.97	89.43	NaN	NaN	NaN
false	419	PC(O-35:4)	PC(O-35:4)	PC	alkyl-acyl	(O-35:4)	(O-35:4)	753.5672	14.2908	C43 H80 N1 O7 P1	M-CH3	1	2	0	100.00	C	1.0676E5	7.6200E5	2.4528E5	1.7562E6	8.7847E4	6.2816E5	7.5992E4	5.2997E5	71.1813	69.5495	1.0676E5	7.6200E5	2.4528E5	1.7562E6	8.7847E4	6.2816E5	6.2816E5	7.5992E4	5.2997E5	71.18	69.55	NaN	NaN	NaN
false	4190	PC(39:7)	PC(39:7)	PC	diacyl	(39:7)	(39:7)	817.5622	9.3765	C47 H80 N1 O8 P1	M+HCOO	1	2	2	100.00	C	5.9646E3	6.4940E4	1.9245E4	1.8309E5	6.6103E3	6.9044E4	6.2917E3	5.0357E4	105.4839	77.5444	5.9646E3	6.4940E4	1.9245E4	1.8309E5	6.6103E3	6.9044E4	6.9044E4	6.2917E3	5.0357E4	105.48	77.54	NaN	NaN	NaN
false	4191	PC(39:7)	PC(39:7)	PC	diacyl	(39:7)	(39:7)	817.5622	10.9970	C47 H80 N1 O8 P1	M+HCOO	1	2	2	100.00	C	1.0005E4	1.1093E5	3.1756E4	2.4620E5	4.7459E3	1.0465E5	9.0380E3	6.0629E4	90.3330	54.6553	1.0005E4	1.1093E5	3.1756E4	2.4620E5	4.7459E3	1.0465E5	1.0465E5	9.0380E3	6.0629E4	90.33	54.66	NaN	NaN	NaN
false	4192	PC(39:7)	PC(39:7)	PC	diacyl	(39:7)	(39:7)	817.5622	13.0931	C47 H80 N1 O8 P1	M+HCOO	1	2	2	100.00	C	1.3631E4	1.0732E5	3.2502E4	2.4307E5	7.7858E3	5.4729E4	1.3582E4	9.0363E4	99.6366	84.2012	1.3631E4	1.0732E5	3.2502E4	2.4307E5	7.7858E3	5.4729E4	5.4729E4	1.3582E4	9.0363E4	99.64	84.20	NaN	NaN	NaN
false	4194	PC(39:7)	PC(39:7)	PC	diacyl	(39:7)	(39:7)	817.5622	13.3973	C47 H80 N1 O8 P1	M+HCOO	1	2	2	100.00	C	3.0807E4	2.0992E5	7.6940E4	4.9747E5	1.2338E4	7.8283E4	2.9439E4	1.8457E5	95.5608	87.9234	3.0807E4	2.0992E5	7.6940E4	4.9747E5	1.2338E4	7.8283E4	7.8283E4	2.9439E4	1.8457E5	95.56	87.92	NaN	NaN	NaN
false	4195	PC(39:7)	PC(39:7)	PC	diacyl	(39:7)	(39:7)	817.5622	13.8911	C47 H80 N1 O8 P1	M+HCOO	1	2	2	100.00	C	9.8304E3	7.5552E4	2.4656E4	1.6226E5	3.0574E3	3.7221E4	9.4119E3	5.7259E4	95.7426	75.7873	9.8304E3	7.5552E4	2.4656E4	1.6226E5	3.0574E3	3.7221E4	3.7221E4	9.4119E3	5.7259E4	95.74	75.79	NaN	NaN	NaN
false	4196	LBPA(16:1_20:4)	LBPA(36:5)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(16:1_20:4)	(36:5)	768.4941	8.1375	C42 H73 O10 P1	M-H	1	1	0	100.00	C	3.9218E3	4.9213E4	1.2109E4	1.2318E5	2.5208E3	3.8923E4	3.5487E3	3.2883E4	90.4871	66.8180	3.9218E3	4.9213E4	1.2109E4	1.2318E5	2.5208E3	3.8923E4	3.8923E4	3.5487E3	3.2883E4	90.49	66.82	NaN	NaN	NaN
false	4198	LBPA(16:0_20:4)	LBPA(36:4)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(16:0_20:4)	(36:4)	770.5098	8.7256	C42 H75 O10 P1	M-H	1	2	0	100.00	C	5.2775E3	6.6513E4	1.8867E4	1.5846E5	3.6732E3	5.4948E4	4.8027E3	3.6986E4	91.0049	55.6064	5.2775E3	6.6513E4	1.8867E4	1.5846E5	3.6732E3	5.4948E4	5.4948E4	4.8027E3	3.6986E4	91.00	55.61	NaN	NaN	NaN
false	4199	LBPA(16:0_20:4)	LBPA(36:4)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(16:0_20:4)	(36:4)	770.5098	9.2225	C42 H75 O10 P1	M-H	1	2	0	100.00	C	8.4194E3	1.0733E5	1.9558E4	2.4677E5	7.4865E3	9.3080E4	5.5770E3	6.3980E4	66.2402	59.6081	8.4194E3	1.0733E5	1.9558E4	2.4677E5	7.4865E3	9.3080E4	9.3080E4	5.5770E3	6.3980E4	66.24	59.61	NaN	NaN	NaN
false	42	PC(34:1)	PC(34:1)	PC	diacyl	(34:1)	(34:1)	759.5778	12.3304	C42 H82 N1 O8 P1	M+HCOO	1	2	22	100.00	C	1.2741E6	4.6512E6	2.9614E6	1.0835E7	1.2180E6	4.5027E6	7.5116E5	2.8409E6	58.9582	61.0785	1.2741E6	4.6512E6	2.9614E6	1.0835E7	1.2180E6	4.5027E6	4.5027E6	7.5116E5	2.8409E6	58.96	61.08	NaN	NaN	NaN
false	420	LPC(13:0)	LPC(13:0)	LPC	monoacyl	(13:0)	(13:0)	453.2855	1.8449	C21 H44 N1 O7 P1	M-CH3	1	1	1	100.00	C	1.1277E4	1.0757E5	4.0443E4	4.1512E5	7.2831E3	6.8623E4	1.0932E4	1.0527E5	96.9454	97.8599	1.1277E4	1.0757E5	4.0443E4	4.1512E5	7.2831E3	6.8623E4	6.8623E4	1.0932E4	1.0527E5	96.95	97.86	NaN	NaN	NaN
false	4200	LBPA(18:1_18:2)	LBPA(36:3)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(18:1_18:2)	(36:3)	772.5254	8.7948	C42 H77 O10 P1	M-H	1	1	0	100.00	B	1.5613E5	1.2203E6	5.4502E5	5.4065E6	1.1508E5	7.0154E5	1.3983E5	1.5302E6	89.5623	125.3954	1.5613E5	1.2203E6	5.4502E5	5.4065E6	1.1508E5	7.0154E5	7.0154E5	1.3983E5	1.5302E6	89.56	125.40	NaN	NaN	NaN
false	4201	SQDG(35:2)	SQDG(35:2)	SQDG	Sulfoquinovosyldiacylglycerol	(35:2)	(35:2)	832.5371	9.5337	C44 H80 O12 S1	M-H	1	1	0	100.00	C	1.4535E3	8.0398E4	3.5186E3	1.9479E5	1.3527E3	7.1430E4	9.1397E2	5.6584E4	62.8813	70.3793	1.4535E3	8.0398E4	3.5186E3	1.9479E5	1.3527E3	7.1430E4	7.1430E4	9.1397E2	5.6584E4	62.88	70.38	NaN	NaN	NaN
false	4202	LBPA(17:1_20:4)	LBPA(37:5)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(17:1_20:4)	(37:5)	782.5098	8.2035	C43 H75 O10 P1	M-H	1	1	0	100.00	C	5.2442E3	5.7854E4	1.6156E4	1.3810E5	4.0031E3	4.8617E4	3.8642E3	2.8493E4	73.6850	49.2504	5.2442E3	5.7854E4	1.6156E4	1.3810E5	4.0031E3	4.8617E4	4.8617E4	3.8642E3	2.8493E4	73.68	49.25	NaN	NaN	NaN
false	4203	LBPA(18:1_19:3)	LBPA(37:4)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(18:1_19:3)	(37:4)	784.5254	8.5794	C43 H77 O10 P1	M-H	1	1	0	100.00	B	8.7726E3	1.0036E5	2.9311E4	2.6699E5	6.7893E3	8.6844E4	6.7233E3	5.1543E4	76.6394	51.3600	8.7726E3	1.0036E5	2.9311E4	2.6699E5	6.7893E3	8.6844E4	8.6844E4	6.7233E3	5.1543E4	76.64	51.36	NaN	NaN	NaN
false	4204	PEt(P-38:3)	PEt(P-38:3)	PEt	alkenyl-acyl	(P-38:3)	(P-38:3)	738.5563	9.8012	C43 H79 O7 P1	M-H	1	1	0	100.00	C	1.4959E4	1.7509E5	5.6768E4	6.2976E5	1.0006E4	1.2307E5	1.4348E4	1.4603E5	95.9166	83.4028	1.4959E4	1.7509E5	5.6768E4	6.2976E5	1.0006E4	1.2307E5	1.2307E5	1.4348E4	1.4603E5	95.92	83.40	NaN	NaN	NaN
false	4205	LBPA(18:2_20:4)	LBPA(38:6)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(18:2_20:4)	(38:6)	794.5098	7.8167	C44 H75 O10 P1	M-H	1	1	0	100.00	C	1.1129E4	1.2361E5	5.6412E4	4.8223E5	4.9231E3	6.1515E4	1.2214E4	1.1599E5	109.7510	93.8309	1.1129E4	1.2361E5	5.6412E4	4.8223E5	4.9231E3	6.1515E4	6.1515E4	1.2214E4	1.1599E5	109.75	93.83	NaN	NaN	NaN
false	4206	BisMeLPA(26:2)	BisMeLPA(26:2)	BisMeLPA	monoacyl	(26:2)	(26:2)	574.3998	2.3101	C31 H59 O7 P1	M-H	1	1	0	100.00	C	1.2102E6	1.2573E7	3.1602E6	3.1916E7	9.7172E5	1.0185E7	7.7982E5	7.9597E6	64.4375	63.3091	1.2102E6	1.2573E7	3.1602E6	3.1916E7	9.7172E5	1.0185E7	1.0185E7	7.7982E5	7.9597E6	64.44	63.31	NaN	NaN	NaN
false	4207	CL(79:2CHOCHO)	CL(79:2CHOCHO)	CL	3,4-aldehyde diacyl-diacyl	(79:2CHOCHO)	(79:2CHOCHO)	1587.1342	10.2613	C88 H164 O19 P2	M-H	1	1	0	100.00	C	2.6848E4	2.8173E5	9.4684E4	8.5957E5	2.5159E4	2.7833E5	2.6746E4	2.4229E5	99.6198	86.0015	2.6848E4	2.8173E5	9.4684E4	8.5957E5	2.5159E4	2.7833E5	2.7833E5	2.6746E4	2.4229E5	99.62	86.00	NaN	NaN	NaN
false	4208	LBPA(18:1_20:4)	LBPA(38:5)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(18:1_20:4)	(38:5)	796.5254	8.5118	C44 H77 O10 P1	M-H	1	1	0	100.00	B	4.0390E4	3.7251E5	8.9321E4	8.0573E5	4.0341E4	3.5367E5	2.2098E4	2.1470E5	54.7115	57.6372	4.0390E4	3.7251E5	8.9321E4	8.0573E5	4.0341E4	3.5367E5	3.5367E5	2.2098E4	2.1470E5	54.71	57.64	NaN	NaN	NaN
false	4209	LBPA(18:1_20:2)	LBPA(38:3)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(18:1_20:2)	(38:3)	800.5567	10.0419	C44 H81 O10 P1	M-H	1	1	0	100.00	B	9.4167E4	5.1804E5	2.8505E5	1.3969E6	7.7753E4	5.4557E5	9.4935E4	4.9140E5	100.8153	94.8579	9.4167E4	5.1804E5	2.8505E5	1.3969E6	7.7753E4	5.4557E5	5.4557E5	9.4935E4	4.9140E5	100.82	94.86	NaN	NaN	NaN
false	421	PE(O-17:1_18:1)	PE(O-35:2)	PE	alkyl-acyl	(O-17:1_18:1)	(O-35:2)	715.5516	13.8568	C40 H78 N1 O7 P1	M-H	1	1	0	100.00	C	3.6007E4	1.8909E5	1.1315E5	4.9298E5	3.0448E4	1.6706E5	2.6763E4	1.3227E5	74.3255	69.9527	3.6007E4	1.8909E5	1.1315E5	4.9298E5	3.0448E4	1.6706E5	1.6706E5	2.6763E4	1.3227E5	74.33	69.95	NaN	NaN	NaN
false	4210	LBPA(18:1_22:5)	LBPA(40:6)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(18:1_22:5)	(40:6)	822.5411	9.2162	C46 H79 O10 P1	M-H	1	1	0	100.00	B	1.3413E4	1.4726E5	6.8115E4	5.4435E5	9.8879E3	1.0183E5	1.7068E4	1.4796E5	127.2508	100.4783	1.3413E4	1.4726E5	6.8115E4	5.4435E5	9.8879E3	1.0183E5	1.0183E5	1.7068E4	1.4796E5	127.25	100.48	NaN	NaN	NaN
false	4211	LBPA(18:1_22:4)	LBPA(40:5)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(18:1_22:4)	(40:5)	824.5567	10.0722	C46 H81 O10 P1	M-H	1	1	0	100.00	C	8.2435E3	8.1010E4	2.5214E4	3.8408E5	6.3384E3	5.3993E4	9.0761E3	9.8290E4	110.1000	121.3307	8.2435E3	8.1010E4	2.5214E4	3.8408E5	6.3384E3	5.3993E4	5.3993E4	9.0761E3	9.8290E4	110.10	121.33	NaN	NaN	NaN
false	4212	SQDG(40:6)	SQDG(40:6)	SQDG	Sulfoquinovosyldiacylglycerol	(40:6)	(40:6)	894.5527	16.3686	C49 H82 O12 S1	M+HCOO	1	1	0	100.00	C	1.4053E4	8.9101E4	3.2385E4	1.7763E5	1.3183E4	7.9028E4	8.1973E3	4.3480E4	58.3330	48.7984	1.4053E4	8.9101E4	3.2385E4	1.7763E5	1.3183E4	7.9028E4	7.9028E4	8.1973E3	4.3480E4	58.33	48.80	NaN	NaN	NaN
false	4213	LBPA(22:3_18:1)	LBPA(40:4)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(22:3_18:1)	(40:4)	826.5724	10.3447	C46 H83 O10 P1	M-H	1	1	0	100.00	C	2.4727E4	2.5533E5	5.6151E4	5.5152E5	3.2975E4	2.9710E5	1.9605E4	1.8112E5	79.2861	70.9327	2.4727E4	2.5533E5	5.6151E4	5.5152E5	3.2975E4	2.9710E5	2.9710E5	1.9605E4	1.8112E5	79.29	70.93	NaN	NaN	NaN
false	4214	LBPA(20:4_22:5)	LBPA(42:9)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(20:4_22:5)	(42:9)	844.5254	7.9960	C48 H77 O10 P1	M-H	1	1	0	100.00	C	5.8731E3	5.6757E4	1.3082E4	1.0222E5	5.4305E3	5.5177E4	3.3605E3	2.5263E4	57.2184	44.5099	5.8731E3	5.6757E4	1.3082E4	1.0222E5	5.4305E3	5.5177E4	5.5177E4	3.3605E3	2.5263E4	57.22	44.51	NaN	NaN	NaN
false	4215	LBPA(20:4_22:5)	LBPA(42:9)	LBPA	Monoacylglycerophosphomonoradylglycerols 	(20:4_22:5)	(42:9)	844.5254	8.1532	C48 H77 O10 P1	M-H	1	1	0	100.00	C	8.1715E3	8.5460E4	2.8429E4	1.8832E5	6.1743E3	7.0750E4	6.1215E3	5.1183E4	74.9136	59.8910	8.1715E3	8.5460E4	2.8429E4	1.8832E5	6.1743E3	7.0750E4	7.0750E4	6.1215E3	5.1183E4	74.91	59.89	NaN	NaN	NaN
false	4216	CL(79:0COOH)	CL(79:0COOH)	CL	3-carboxylic diacyl-diacyl	(79:0COOH)	(79:0COOH)	1593.1812	12.9358	C88 H170 O19 P2	M-H	1	1	0	100.00	C	1.6976E3	3.1187E4	8.0972E3	8.4510E4	1.7169E3	3.1827E4	1.9805E3	3.2161E4	116.6692	103.1234	1.6976E3	3.1187E4	8.0972E3	8.4510E4	1.7169E3	3.1827E4	3.1827E4	1.9805E3	3.2161E4	116.67	103.12	NaN	NaN	NaN
false	4217	PEt(O-26:2)	PEt(O-26:2)	PEt	alkyl-acyl	(O-26:2)	(O-26:2)	574.3998	2.3101	C31 H59 O7 P1	M-H	1	1	0	100.00	C	1.2102E6	1.2573E7	3.1602E6	3.1916E7	9.7172E5	1.0185E7	7.7982E5	7.9597E6	64.4375	63.3091	1.2102E6	1.2573E7	3.1602E6	3.1916E7	9.7172E5	1.0185E7	1.0185E7	7.7982E5	7.9597E6	64.44	63.31	NaN	NaN	NaN
false	4218	PC(39:6)	PC(39:6)	PC	diacyl	(39:6)	(39:6)	819.5778	9.5685	C47 H82 N1 O8 P1	M+HCOO	1	2	6	100.00	C	5.9650E3	6.7944E4	2.0226E4	1.5447E5	6.3893E3	7.1006E4	6.1766E3	4.7335E4	103.5474	69.6675	5.9650E3	6.7944E4	2.0226E4	1.5447E5	6.3893E3	7.1006E4	7.1006E4	6.1766E3	4.7335E4	103.55	69.67	NaN	NaN	NaN
false	4219	PC(39:6)	PC(39:6)	PC	diacyl	(39:6)	(39:6)	819.5778	9.8653	C47 H82 N1 O8 P1	M+HCOO	1	2	6	100.00	C	6.9458E3	5.8668E4	2.2276E4	1.3606E5	4.9543E3	5.6070E4	6.4054E3	3.0851E4	92.2192	52.5855	6.9458E3	5.8668E4	2.2276E4	1.3606E5	4.9543E3	5.6070E4	5.6070E4	6.4054E3	3.0851E4	92.22	52.59	NaN	NaN	NaN
false	422	PE(O-17:1_18:1)	PE(O-35:2)	PE	alkyl-acyl	(O-17:1_18:1)	(O-35:2)	715.5516	14.5867	C40 H78 N1 O7 P1	M-H	1	1	0	100.00	B	2.5833E5	1.7085E6	6.4601E5	4.1234E6	2.7561E5	1.9436E6	2.3721E5	1.5344E6	91.8266	89.8085	2.5833E5	1.7085E6	6.4601E5	4.1234E6	2.7561E5	1.9436E6	1.9436E6	2.3721E5	1.5344E6	91.83	89.81	NaN	NaN	NaN
false	4220	PC(39:6)	PC(39:6)	PC	diacyl	(39:6)	(39:6)	819.5778	10.0820	C47 H82 N1 O8 P1	M+HCOO	1	2	6	100.00	C	9.0130E3	9.3064E4	2.2633E4	2.2343E5	1.0928E4	8.5686E4	8.4447E3	6.3873E4	93.6954	68.6335	9.0130E3	9.3064E4	2.2633E4	2.2343E5	1.0928E4	8.5686E4	8.5686E4	8.4447E3	6.3873E4	93.70	68.63	NaN	NaN	NaN
false	4221	PC(17:0_22:6)	PC(39:6)	PC	diacyl	(17:0_22:6)	(39:6)	819.5778	10.5799	C47 H82 N1 O8 P1	M+HCOO	1	2	6	100.00	C	1.5715E4	1.4461E5	4.1811E4	3.6787E5	2.1263E4	1.8245E5	1.5877E4	1.1770E5	101.0325	81.3892	1.5715E4	1.4461E5	4.1811E4	3.6787E5	2.1263E4	1.8245E5	1.8245E5	1.5877E4	1.1770E5	101.03	81.39	NaN	NaN	NaN
false	4222	PC(39:6)	PC(39:6)	PC	diacyl	(39:6)	(39:6)	819.5778	12.1690	C47 H82 N1 O8 P1	M+HCOO	1	2	6	100.00	C	9.9152E3	9.4311E4	2.6184E4	2.0585E5	6.2449E3	6.0237E4	9.9167E3	7.4263E4	100.0148	78.7428	9.9152E3	9.4311E4	2.6184E4	2.0585E5	6.2449E3	6.0237E4	6.0237E4	9.9167E3	7.4263E4	100.01	78.74	NaN	NaN	NaN
false	4224	PC(39:6)	PC(39:6)	PC	diacyl	(39:6)	(39:6)	819.5778	15.6157	C47 H82 N1 O8 P1	M+HCOO	1	2	6	100.00	C	2.4474E4	1.8292E5	6.1094E4	4.4709E5	8.2962E3	6.5053E4	2.5527E4	1.7202E5	104.3033	94.0401	2.4474E4	1.8292E5	6.1094E4	4.4709E5	8.2962E3	6.5053E4	6.5053E4	2.5527E4	1.7202E5	104.30	94.04	NaN	NaN	NaN
false	4225	SQDG(39:3)	SQDG(39:3)	SQDG	Sulfoquinovosyldiacylglycerol	(39:3)	(39:3)	886.5840	11.8211	C48 H86 O12 S1	M-H	1	1	0	100.00	C	3.9116E4	2.7707E5	6.0817E4	5.0271E5	4.5965E4	2.9163E5	1.7615E4	1.2391E5	45.0320	44.7221	3.9116E4	2.7707E5	6.0817E4	5.0271E5	4.5965E4	2.9163E5	2.9163E5	1.7615E4	1.2391E5	45.03	44.72	NaN	NaN	NaN
false	4226	SQDG(39:3)	SQDG(39:3)	SQDG	Sulfoquinovosyldiacylglycerol	(39:3)	(39:3)	886.5840	12.3072	C48 H86 O12 S1	M-H	1	1	0	100.00	C	1.3823E3	4.5553E4	2.9679E3	8.2782E4	1.4000E3	4.5766E4	8.2607E2	2.1923E4	59.7606	48.1269	1.3823E3	4.5553E4	2.9679E3	8.2782E4	1.4000E3	4.5766E4	4.5766E4	8.2607E2	2.1923E4	59.76	48.13	NaN	NaN	NaN
false	4227	WE(O-49:13)	WE(O-49:13)	WE	Wax monoesters	(O-49:13)	(O-49:13)	692.5532	9.7990	C49 H72 O2	M+HCOO	1	1	0	100.00	C	1.5008E4	1.6988E5	5.6765E4	6.2963E5	1.0192E4	1.1382E5	1.4360E4	1.4632E5	95.6833	86.1299	1.5008E4	1.6988E5	5.6765E4	6.2963E5	1.0192E4	1.1382E5	1.1382E5	1.4360E4	1.4632E5	95.68	86.13	NaN	NaN	NaN
false	4228	PEt(P-26:1)	PEt(P-26:1)	PEt	alkenyl-acyl	(P-26:1)	(P-26:1)	574.3998	2.3101	C31 H59 O7 P1	M-H	1	1	0	100.00	C	1.2102E6	1.2573E7	3.1602E6	3.1916E7	9.7172E5	1.0185E7	7.7982E5	7.9597E6	64.4375	63.3091	1.2102E6	1.2573E7	3.1602E6	3.1916E7	9.7172E5	1.0185E7	1.0185E7	7.7982E5	7.9597E6	64.44	63.31	NaN	NaN	NaN
false	4229	CL(O-85:12)	CL(O-85:12)	CL	alkylacyl-diacyl	(O-85:12)	(O-85:12)	1609.1338	10.2476	C94 H162 O16 P2	M-H	1	1	0	100.00	C	1.3531E4	1.8350E5	4.7977E4	4.8284E5	1.8219E4	2.7327E5	1.4612E4	1.8618E5	107.9889	101.4587	1.3531E4	1.8350E5	4.7977E4	4.8284E5	1.8219E4	2.7327E5	2.7327E5	1.4612E4	1.8618E5	107.99	101.46	NaN	NaN	NaN
false	423	PE(O-17:0_18:1)	PE(O-35:1)	PE	alkyl-acyl	(O-17:0_18:1)	(O-35:1)	717.5672	14.8684	C40 H80 N1 O7 P1	M-H	1	1	0	100.00	C	1.0432E4	5.8160E4	3.4841E4	1.3103E5	9.0074E3	5.0313E4	8.0047E3	3.4557E4	76.7300	59.4167	1.0432E4	5.8160E4	3.4841E4	1.3103E5	9.0074E3	5.0313E4	5.0313E4	8.0047E3	3.4557E4	76.73	59.42	NaN	NaN	NaN
false	4230	CL(O-85:12)	CL(O-85:12)	CL	alkylacyl-diacyl	(O-85:12)	(O-85:12)	1609.1338	10.8881	C94 H162 O16 P2	M-H	1	1	0	100.00	C	1.9384E3	5.6674E4	1.0888E4	1.5992E5	7.9773E2	6.0249E4	2.9413E3	3.4508E4	151.7339	60.8874	1.9384E3	5.6674E4	1.0888E4	1.5992E5	7.9773E2	6.0249E4	6.0249E4	2.9413E3	3.4508E4	151.73	60.89	NaN	NaN	NaN
false	4231	CL(72:3CHOCHO)	CL(72:3CHOCHO)	CL	3,4-aldehyde diacyl-diacyl	(72:3CHOCHO)	(72:3CHOCHO)	1487.0090	10.1637	C81 H148 O19 P2	M-2H	1	1	0	100.00	C	1.6368E4	1.9260E5	3.8478E4	5.3510E5	1.4912E4	1.6194E5	1.0096E4	1.3022E5	61.6790	67.6129	1.6368E4	1.9260E5	3.8478E4	5.3510E5	1.4912E4	1.6194E5	1.6194E5	1.0096E4	1.3022E5	61.68	67.61	NaN	NaN	NaN
false	4232	SQDG(35:5)	SQDG(35:5)	SQDG	Sulfoquinovosyldiacylglycerol	(35:5)	(35:5)	826.4901	10.4273	C44 H74 O12 S1	M-H	1	1	0	100.00	C	1.6998E4	1.1206E5	3.1731E4	2.3976E5	1.8189E4	1.1842E5	8.0522E3	4.8798E4	47.3724	43.5477	1.6998E4	1.1206E5	3.1731E4	2.3976E5	1.8189E4	1.1842E5	1.1842E5	8.0522E3	4.8798E4	47.37	43.55	NaN	NaN	NaN
false	4233	PC(16:1COOH_20:4)	PC(36:5COOH)	PC	carboxylic	(16:1COOH_20:4)	(36:5COOH)	809.5207	8.3545	C44 H76 N1 O10 P1	M-CH3	1	2	0	100.00	C	1.7158E5	2.0843E6	4.2079E5	5.2632E6	1.4175E5	1.6955E6	1.3633E5	1.6630E6	79.4541	79.7881	1.7158E5	2.0843E6	4.2079E5	5.2632E6	1.4175E5	1.6955E6	1.6955E6	1.3633E5	1.6630E6	79.45	79.79	NaN	NaN	NaN
false	4234	PC(36:5COOH)	PC(36:5COOH)	PC	carboxylic	(36:5COOH)	(36:5COOH)	809.5207	9.1710	C44 H76 N1 O10 P1	M+CH3COO	1	2	0	100.00	C	4.5131E3	5.3566E4	1.2226E4	2.2101E5	3.5575E3	4.0413E4	3.3716E3	4.4042E4	74.7073	82.2211	4.5131E3	5.3566E4	1.2226E4	2.2101E5	3.5575E3	4.0413E4	4.0413E4	3.3716E3	4.4042E4	74.71	82.22	NaN	NaN	NaN
false	4235	PC(36:5COOH)	PC(36:5COOH)	PC	carboxylic	(36:5COOH)	(36:5COOH)	809.5207	9.4073	C44 H76 N1 O10 P1	M+CH3COO	1	2	0	100.00	C	9.0867E3	7.7109E4	2.4531E4	1.7251E5	7.3396E3	7.5308E4	7.0192E3	4.8346E4	77.2468	62.6983	9.0867E3	7.7109E4	2.4531E4	1.7251E5	7.3396E3	7.5308E4	7.5308E4	7.0192E3	4.8346E4	77.25	62.70	NaN	NaN	NaN
