Compound,m.z,Retention.time..min.,Mode,Intensity,O4_0220,O2_0220,Y2_1219,O1+O5_1219,O3_0220,Y1_1219,Y3_0220,O2+O3_1219,Y5_0220,O1_0220,Y2_0220,O5_0220,Y4_0220,Y4_1219,O4_1219,Y1_0220,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
10.20_764.5249m/z,764.5249,10.20,Accucore_C18_neg,5.1E+07,5.6E+07,7.9E+07,5.3E+07,4.0E+07,6.5E+07,4.4E+07,3.7E+07,3.6E+07,5.0E+07,8.8E+07,8.7E+07,4.4E+07,8.0E+07,4.9E+07,3.3E+07,9.0E+07,5.2E+07,5.2E+07,5.1E+07,PE(18:1/20:4)-H,(18:1/20:4),PE,C43 H75 O8 N1 P1,10.27092012,764.5235805,48.33333333,0.458246702
8.35_764.5256m/z,764.5256,8.35,Accucore_C18_neg,1.5E+04,1.3E+04,4.4E+04,1.8E+04,7.6E+03,1.5E+04,1.4E+04,2.0E+03,3.4E+03,1.2E+04,2.9E+04,5.1E+04,6.6E+03,2.6E+04,1.8E+04,2.8E+03,4.0E+04,1.5E+04,1.7E+04,2.0E+04,PE(18:1/20:4)-H,(18:1/20:4),PE,C43 H75 O8 N1 P1,8.491,764.5235805,3.703024435,1.934800684
9.83_790.5407m/z,790.5407,9.83,Accucore_C18_pos,3.9E+07,3.7E+07,6.6E+07,4.1E+07,2.9E+07,5.5E+07,3.6E+07,2.6E+07,2.4E+07,3.7E+07,7.2E+07,7.3E+07,2.8E+07,7.7E+07,4.3E+07,2.0E+07,7.8E+07,3.2E+07,3.3E+07,3.1E+07,PE(18:1/22:6)+H,(18:1/22:6),PE,C45 H77 O8 N1 P1,9.84056677,790.5381335,35.97025793,0.350475695
9.85_812.5206m/z,812.5206,9.85,Accucore_C18_pos,2.0E+06,2.3E+06,2.7E+06,2.0E+06,1.9E+06,3.0E+06,1.6E+06,1.6E+06,1.4E+06,1.7E+06,3.2E+06,2.5E+06,1.8E+06,3.3E+06,2.1E+06,1.3E+06,3.1E+06,1.6E+06,1.5E+06,1.2E+06,PE(18:1/22:6)+Na,(18:1/22:6),PE,C45 H76 O8 N1 P1 Na1,9.84056677,812.5200785,61.84218512,0.413856241
15.15_702.5460m/z,702.5460,15.15,Accucore_C18_neg,1.2E+05,2.0E+05,2.5E+05,1.1E+05,7.6E+04,2.3E+05,1.1E+05,8.6E+04,4.5E+04,1.4E+05,3.2E+05,2.4E+05,9.0E+04,2.6E+05,1.1E+05,5.1E+04,3.5E+05,1.5E+05,1.5E+05,1.4E+05,PE(18:1e/16:0)-H,(18:1e/16:0),PE,C39 H77 O7 N1 P1,15.19438407,702.5443155,8.265714251,2.107099475
10.00_700.5309m/z,700.5309,10.00,Accucore_C18_neg,2.3E+05,2.8E+05,4.6E+05,2.0E+05,2.0E+05,3.5E+05,2.1E+05,9.3E+04,7.9E+04,1.8E+05,5.3E+05,4.5E+05,1.0E+05,3.3E+05,2.5E+05,5.6E+04,5.0E+05,1.2E+05,1.0E+05,1.1E+05,PE(18:1e/16:1)-H,(18:1e/16:1),PE,C39 H75 O7 N1 P1,9.965,700.5286655,4.055083758,1.57343649
15.05_728.5616m/z,728.5616,15.05,Accucore_C18_neg,5.9E+06,7.9E+06,1.2E+07,5.9E+06,4.1E+06,1.1E+07,5.3E+06,4.1E+06,3.0E+06,5.8E+06,1.4E+07,1.3E+07,4.7E+06,1.1E+07,5.7E+06,2.8E+06,1.4E+07,7.1E+06,7.1E+06,6.9E+06,PE(18:1e/18:1)-H,(18:1e/18:1),PE,C41 H79 O7 N1 P1,15.03832134,728.5599655,20,1.153211864
17.07_756.5926m/z,756.5926,17.07,Accucore_C18_neg,1.2E+05,2.0E+05,3.2E+05,1.2E+05,8.3E+04,2.6E+05,1.1E+05,7.9E+04,4.8E+04,1.2E+05,4.2E+05,3.5E+05,9.2E+04,2.9E+05,1.2E+05,5.5E+04,4.3E+05,1.7E+05,1.8E+05,1.8E+05,PE(18:1e/20:1)-H,(18:1e/20:1),PE,C43 H83 O7 N1 P1,17.21362915,756.5912655,4.99675167,0.457772611
17.43_756.5925m/z,756.5925,17.43,Accucore_C18_neg,2.9E+03,8.3E+03,1.2E+04,3.7E+03,0.0E+00,1.4E+04,2.1E+03,9.3E+02,0.0E+00,1.2E+03,2.6E+04,1.8E+04,7.6E+02,1.9E+04,2.1E+02,3.1E+02,2.8E+04,1.1E+04,9.6E+03,1.0E+04,PE(18:1e/20:1)-H,(18:1e/20:1),PE,C43 H83 O7 N1 P1,17.21362915,756.5912655,4.99675167,0.457772611
14.53_776.5597m/z,776.5597,14.53,Accucore_C18_pos,7.2E+05,7.2E+05,1.7E+06,7.2E+05,3.4E+05,1.2E+06,5.6E+05,3.8E+05,1.8E+05,5.7E+05,1.8E+06,2.6E+06,4.2E+05,1.5E+06,7.3E+05,2.5E+05,2.2E+06,7.4E+05,7.0E+05,7.1E+05,PE(18:1e/20:3)+Na,(18:1e/20:3),PE,C43 H80 O7 N1 P1 Na1,14.42086327,776.5564635,17.1728194,0.989908727
14.39_752.5613m/z,752.5613,14.39,Accucore_C18_neg,2.7E+06,3.3E+06,5.7E+06,2.9E+06,1.6E+06,4.5E+06,2.1E+06,1.6E+06,8.9E+05,2.3E+06,6.1E+06,7.7E+06,1.8E+06,5.0E+06,2.5E+06,1.0E+06,6.8E+06,3.2E+06,3.2E+06,3.0E+06,PE(18:1e/20:3)-H,(18:1e/20:3),PE,C43 H79 O7 N1 P1,14.42086327,752.5599655,21.85568467,1.393744475
12.81_750.5455m/z,750.5455,12.81,Accucore_C18_neg,7.3E+06,7.2E+06,1.2E+07,7.8E+06,5.6E+06,9.5E+06,7.1E+06,4.1E+06,4.5E+06,6.1E+06,1.2E+07,1.2E+07,4.7E+06,1.1E+07,7.4E+06,3.8E+06,1.3E+07,7.3E+06,7.2E+06,7.0E+06,PE(18:1e/20:4)-H,(18:1e/20:4),PE,C43 H77 O7 N1 P1,12.80039332,750.5443155,35,1.28822778
16.95_782.6085m/z,782.6085,16.95,Accucore_C18_neg,6.2E+04,1.1E+05,2.0E+05,6.5E+04,2.8E+04,1.3E+05,5.8E+04,1.6E+04,6.8E+03,4.4E+04,2.2E+05,2.2E+05,3.1E+04,1.5E+05,4.2E+04,2.0E+04,2.6E+05,1.0E+05,1.1E+05,1.1E+05,PE(18:1e/22:2)-H,(18:1e/22:2),PE,C45 H85 O7 N1 P1,17.31738041,782.6069155,4.814671358,0.07801968
17.34_782.6076m/z,782.6076,17.34,Accucore_C18_neg,6.1E+04,1.1E+05,1.9E+05,6.9E+04,3.8E+04,1.6E+05,5.4E+04,3.5E+04,9.0E+03,4.7E+04,1.9E+05,1.8E+05,3.4E+04,1.6E+05,3.9E+04,1.3E+04,2.4E+05,9.2E+04,8.8E+04,9.5E+04,PE(18:1e/22:2)-H,(18:1e/22:2),PE,C45 H85 O7 N1 P1,17.31738041,782.6069155,4.814671358,0.07801968
15.92_780.5927m/z,780.5927,15.92,Accucore_C18_neg,8.1E+05,1.1E+06,1.8E+06,8.7E+05,5.3E+05,1.5E+06,7.4E+05,4.7E+05,2.6E+05,6.7E+05,1.9E+06,2.1E+06,5.7E+05,1.4E+06,7.6E+05,4.0E+05,2.2E+06,1.0E+06,1.0E+06,9.7E+05,PE(18:1e/22:3)-H,(18:1e/22:3),PE,C45 H83 O7 N1 P1,15.86210189,780.5912655,22.61205576,0.430997883
13.96_780.5900m/z,780.5900,13.96,Accucore_C18_neg,2.8E+05,3.4E+05,5.2E+05,3.0E+05,2.0E+05,4.3E+05,2.6E+05,1.1E+05,7.5E+04,1.8E+05,5.9E+05,6.3E+05,1.6E+05,4.4E+05,2.4E+05,1.3E+05,6.3E+05,3.7E+05,3.6E+05,3.5E+05,PE(18:1e/22:3)-H,(18:1e/22:3),PE,C45 H83 O7 N1 P1,13.92215029,780.5912655,11.35248497,1.616806451
15.53_780.5926m/z,780.5926,15.53,Accucore_C18_neg,1.6E+05,1.3E+05,2.9E+05,1.8E+05,6.0E+04,2.7E+05,1.4E+05,3.4E+04,1.8E+04,7.3E+04,3.2E+05,4.7E+05,4.4E+04,3.2E+05,1.9E+05,3.4E+04,4.2E+05,2.2E+05,2.3E+05,2.2E+05,PE(18:1e/22:3)-H,(18:1e/22:3),PE,C45 H83 O7 N1 P1,15.86210189,780.5912655,22.61205576,0.430997883
14.32_802.5744m/z,802.5744,14.32,Accucore_C18_pos,1.9E+05,1.7E+05,4.0E+05,2.0E+05,1.2E+05,2.9E+05,1.8E+05,6.9E+04,7.4E+04,1.3E+05,4.6E+05,4.9E+05,9.1E+04,3.8E+05,2.0E+05,8.1E+04,5.3E+05,1.4E+05,1.7E+05,1.5E+05,PE(18:1e/22:4)+Na,(18:1e/22:4),PE,C45 H82 O7 N1 P1 Na1,14.20820066,802.5721135,4.003264906,0.368234553
12.79_776.5603m/z,776.5603,12.79,Accucore_C18_neg,1.2E+06,1.5E+06,2.3E+06,1.2E+06,9.7E+05,1.8E+06,1.1E+06,6.1E+05,6.9E+05,8.3E+05,2.4E+06,2.1E+06,7.1E+05,1.8E+06,1.0E+06,6.4E+05,2.3E+06,1.3E+06,1.4E+06,1.3E+06,PE(18:1e/22:5)-H,(18:1e/22:5),PE,C45 H79 O7 N1 P1,12.75163155,776.5599655,26.96809272,0.659164487
13.53_776.5596m/z,776.5596,13.53,Accucore_C18_neg,3.0E+05,1.6E+05,3.6E+05,3.9E+05,1.9E+05,3.4E+05,2.7E+05,1.1E+05,1.3E+05,1.8E+05,3.4E+05,5.4E+05,1.1E+05,4.4E+05,3.8E+05,1.1E+05,4.5E+05,3.3E+05,3.1E+05,3.2E+05,PE(18:1e/22:5)-H,(18:1e/22:5),PE,C45 H79 O7 N1 P1,13.61823176,776.5599655,7.464544847,1.38950582
11.05_700.5304m/z,700.5304,11.05,Accucore_C18_pos,1.1E+07,1.2E+07,2.0E+07,1.1E+07,6.8E+06,1.6E+07,8.6E+06,7.3E+06,4.8E+06,9.5E+06,2.2E+07,2.3E+07,7.3E+06,2.0E+07,1.1E+07,4.8E+06,2.4E+07,8.0E+06,8.0E+06,7.9E+06,PE(18:1p/16:1)+H,(18:1p/16:1),PE,C39 H75 O7 N1 P1,11.07544929,700.5275685,44.57032376,0.40220435
11.96_714.5465m/z,714.5465,11.96,Accucore_C18_pos,5.7E+06,4.6E+06,9.4E+06,5.5E+06,4.3E+06,8.4E+06,5.8E+06,3.5E+06,3.8E+06,4.7E+06,9.3E+06,1.0E+07,4.1E+06,9.4E+06,6.3E+06,2.7E+06,1.1E+07,3.8E+06,3.7E+06,3.9E+06,PE(18:1p/17:1)+H,(18:1p/17:1),PE,C40 H77 O7 N1 P1,11.99710818,714.5432185,23.12628955,0.464275985
12.82_728.5620m/z,728.5620,12.82,Accucore_C18_pos,1.0E+08,1.2E+08,2.1E+08,1.0E+08,7.4E+07,1.7E+08,9.3E+07,6.8E+07,5.2E+07,9.7E+07,2.3E+08,2.2E+08,7.6E+07,1.9E+08,1.0E+08,4.9E+07,2.3E+08,8.6E+07,8.8E+07,9.1E+07,PE(18:1p/18:1)+H,(18:1p/18:1),PE,C41 H79 O7 N1 P1,12.85477986,728.5588685,44.85259198,0.110106997
11.40_726.5462m/z,726.5462,11.40,Accucore_C18_pos,8.9E+06,9.3E+06,1.5E+07,8.8E+06,6.0E+06,1.2E+07,7.4E+06,5.6E+06,4.3E+06,7.7E+06,1.8E+07,1.7E+07,5.9E+06,1.6E+07,8.9E+06,4.1E+06,1.9E+07,7.2E+06,7.3E+06,7.2E+06,PE(18:1p/18:2)+H,(18:1p/18:2),PE,C41 H77 O7 N1 P1,11.41978687,726.5432185,36.4629931,0.22948462
14.88_756.5926m/z,756.5926,14.88,Accucore_C18_pos,3.6E+06,6.0E+06,8.6E+06,3.4E+06,2.3E+06,6.4E+06,3.4E+06,2.4E+06,1.6E+06,3.2E+06,1.4E+07,1.2E+07,2.7E+06,7.8E+06,3.7E+06,1.7E+06,1.4E+07,5.7E+06,5.2E+06,5.1E+06,PE(18:1p/20:1)+H,(18:1p/20:1),PE,C43 H83 O7 N1 P1,14.89596318,756.5901685,45.11138252,0.207990627
13.30_754.5760m/z,754.5760,13.30,Accucore_C18_pos,4.0E+06,3.9E+06,7.8E+06,4.1E+06,2.5E+06,6.0E+06,3.7E+06,2.0E+06,1.7E+06,3.3E+06,8.7E+06,9.3E+06,2.4E+06,6.9E+06,4.1E+06,1.7E+06,9.1E+06,3.4E+06,3.3E+06,3.4E+06,PE(18:1p/20:2)+H| PE(18:2e/20:2)+H,(18:1p/20:2)| (18:2e/20:2),PE| PE,C43 H81 O7 N1 P1| C43 H81 O7 N1 P1,13.3264149263625| 13.2290623215235,754.57451847| 754.57451847,27.8914243060312| 5.93528407352936,0.145225146047246| 0.159460809207862
12.32_752.5622m/z,752.5622,12.32,Accucore_C18_pos,2.5E+07,2.4E+07,4.7E+07,2.6E+07,1.5E+07,3.5E+07,2.0E+07,1.4E+07,9.4E+06,1.9E+07,5.2E+07,6.9E+07,1.5E+07,4.4E+07,2.5E+07,1.0E+07,5.9E+07,2.3E+07,2.1E+07,2.3E+07,PE(18:1p/20:3)+H,(18:1p/20:3),PE,C43 H79 O7 N1 P1,12.33028397,752.5588685,31.36296223,0.358243557
13.31_780.5923m/z,780.5923,13.31,Accucore_C18_pos,2.0E+06,2.4E+06,4.3E+06,2.0E+06,1.4E+06,3.2E+06,2.0E+06,9.5E+05,9.6E+05,1.6E+06,5.1E+06,4.7E+06,1.3E+06,3.2E+06,2.0E+06,1.1E+06,4.9E+06,1.9E+06,2.0E+06,2.1E+06,PE(18:1p/22:3)+H| PE(18:2e/22:3)+H,(18:1p/22:3)| (18:2e/22:3),PE| PE,C45 H83 O7 N1 P1| C45 H83 O7 N1 P1,13.3226719664408| 13.2705595662094,780.59016847| 780.59016847,24.0483549085809| 7.11599596638145,0.760932924458913| 0.694630663192303
10.44_774.5455m/z,774.5455,10.44,Accucore_C18_pos,4.8E+07,4.5E+07,7.5E+07,5.1E+07,3.7E+07,6.5E+07,4.5E+07,3.3E+07,3.1E+07,4.3E+07,8.5E+07,8.6E+07,3.4E+07,8.6E+07,5.1E+07,2.6E+07,8.9E+07,3.4E+07,3.6E+07,3.5E+07,PE(18:1p/22:6)+H,(18:1p/22:6),PE,C45 H77 O7 N1 P1,10.44970403,774.5432185,27.16013474,0.314794305
11.91_686.5141m/z,686.5141,11.91,Accucore_C18_neg,1.6E+06,1.2E+06,2.2E+06,1.6E+06,1.2E+06,2.2E+06,1.5E+06,8.4E+05,9.3E+05,1.2E+06,2.2E+06,2.9E+06,1.0E+06,2.5E+06,1.8E+06,7.0E+05,2.7E+06,1.4E+06,1.4E+06,1.3E+06,PE(18:2e/15:0)-H,(18:2e/15:0),PE,C38 H73 O7 N1 P1,11.90691874,686.5130155,12.21424519,0.879324655
10.95_698.5142m/z,698.5142,10.95,Accucore_C18_neg,3.6E+06,3.8E+06,6.1E+06,3.5E+06,2.4E+06,5.2E+06,2.8E+06,2.3E+06,1.6E+06,2.9E+06,7.3E+06,7.4E+06,2.4E+06,6.7E+06,3.7E+06,1.6E+06,7.6E+06,3.6E+06,3.6E+06,3.6E+06,PE(18:2e/16:1)-H,(18:2e/16:1),PE,C39 H73 O7 N1 P1,10.96706341,698.5130155,21.52600627,0.307437513
11.77_712.5300m/z,712.5300,11.77,Accucore_C18_neg,3.3E+06,2.8E+06,5.2E+06,3.4E+06,2.6E+06,4.8E+06,3.3E+06,1.8E+06,2.1E+06,2.7E+06,5.3E+06,6.0E+06,2.4E+06,5.7E+06,3.8E+06,1.6E+06,6.0E+06,3.2E+06,3.2E+06,3.2E+06,PE(18:2e/17:1)-H,(18:2e/17:1),PE,C40 H75 O7 N1 P1,11.77301097,712.5286655,11.88361425,0.520600788
10.00_726.5469m/z,726.5469,10.00,Accucore_C18_neg,6.8E+05,7.1E+05,1.2E+06,6.3E+05,5.4E+05,1.0E+06,6.3E+05,4.0E+05,3.8E+05,6.6E+05,2.0E+06,1.9E+06,5.0E+05,1.3E+06,8.8E+05,3.2E+05,1.9E+06,4.5E+05,4.5E+05,4.4E+05,PE(18:2e/18:1)-H,(18:2e/18:1),PE,C41 H77 O7 N1 P1,10.03126466,726.5443155,4.96709628,2.104217577
11.30_724.5302m/z,724.5302,11.30,Accucore_C18_neg,2.1E+06,2.1E+06,3.6E+06,2.0E+06,1.4E+06,2.8E+06,1.7E+06,1.3E+06,1.1E+06,1.8E+06,4.3E+06,4.4E+06,1.5E+06,3.8E+06,2.1E+06,1.0E+06,4.4E+06,2.2E+06,2.2E+06,2.1E+06,PE(18:2e/18:2)-H,(18:2e/18:2),PE,C41 H75 O7 N1 P1,11.30590875,724.5286655,13.0341988,0.256950468
11.68_724.5304m/z,724.5304,11.68,Accucore_C18_neg,1.3E+06,1.3E+06,2.4E+06,1.4E+06,7.8E+05,2.0E+06,9.9E+05,5.7E+05,4.1E+05,8.1E+05,2.7E+06,2.8E+06,5.9E+05,2.8E+06,1.4E+06,3.8E+05,2.9E+06,1.5E+06,1.5E+06,1.5E+06,PE(18:2e/18:2)-H,(18:2e/18:2),PE,C41 H75 O7 N1 P1,11.69576901,724.5286655,12.28567569,0.573915836
13.13_740.5616m/z,740.5616,13.13,Accucore_C18_neg,1.9E+05,1.1E+05,2.4E+05,2.1E+05,1.1E+05,2.6E+05,1.8E+05,7.8E+04,7.2E+04,1.4E+05,3.2E+05,5.8E+05,1.2E+05,3.6E+05,3.2E+05,8.4E+04,4.4E+05,1.9E+05,1.9E+05,2.0E+05,PE(18:2e/19:1)-H,(18:2e/19:1),PE,C42 H79 O7 N1 P1,13.44367758,740.5599655,4.360215811,0.005568425
13.71_740.5621m/z,740.5621,13.71,Accucore_C18_neg,5.9E+05,5.5E+05,1.2E+06,5.9E+05,4.3E+05,1.0E+06,6.0E+05,3.1E+05,3.3E+05,4.8E+05,1.1E+06,1.3E+06,4.2E+05,1.1E+06,5.8E+05,2.4E+05,1.3E+06,6.7E+05,6.6E+05,6.4E+05,PE(18:2e/19:1)-H| PE(18:2e/19:1)-H,(18:2e/19:1)| (18:2e/19:1),PE| PE,C42 H79 O7 N1 P1| C42 H79 O7 N1 P1,13.4436775763865| 13.7256459981149,740.559965529999| 740.559965529999,4.36021581145105| 6.43494192360827,0.00556842464054518| 0.089076248324068
13.17_752.5608m/z,752.5608,13.17,Accucore_C18_neg,1.0E+06,1.1E+06,2.0E+06,1.1E+06,7.3E+05,1.5E+06,9.2E+05,5.6E+05,4.9E+05,8.0E+05,2.2E+06,2.3E+06,6.4E+05,1.7E+06,1.0E+06,4.6E+05,2.3E+06,1.2E+06,1.2E+06,1.2E+06,PE(18:2e/20:2)-H,(18:2e/20:2),PE,C43 H79 O7 N1 P1,13.22906232,752.5599655,14.23561065,0.096804865
12.19_750.5461m/z,750.5461,12.19,Accucore_C18_neg,6.4E+06,6.2E+06,1.2E+07,6.7E+06,3.9E+06,9.3E+06,5.0E+06,3.6E+06,2.5E+06,4.7E+06,1.3E+07,1.8E+07,3.9E+06,1.2E+07,6.5E+06,2.6E+06,1.5E+07,8.1E+06,8.0E+06,7.9E+06,PE(18:2e/20:3)-H,(18:2e/20:3),PE,C43 H77 O7 N1 P1,12.17966388,750.5443155,14.86879562,0.70646278
11.69_750.5444m/z,750.5444,11.69,Accucore_C18_neg,1.2E+06,1.0E+06,1.8E+06,1.3E+06,7.3E+05,1.5E+06,9.1E+05,4.5E+05,4.6E+05,7.0E+05,2.1E+06,2.4E+06,5.2E+05,2.1E+06,1.3E+06,4.5E+05,2.2E+06,1.3E+06,1.3E+06,1.3E+06,PE(18:2e/20:3)-H,(18:2e/20:3),PE,C43 H77 O7 N1 P1,11.68015271,750.5443155,16.30423916,0.21191078
10.86_748.5297m/z,748.5297,10.86,Accucore_C18_neg,2.9E+07,2.8E+07,4.4E+07,3.0E+07,2.3E+07,3.9E+07,2.6E+07,1.6E+07,1.6E+07,2.1E+07,5.1E+07,5.1E+07,1.8E+07,5.0E+07,3.0E+07,1.5E+07,5.3E+07,2.7E+07,2.7E+07,2.7E+07,PE(18:2e/20:4)-H,(18:2e/20:4),PE,C43 H75 O7 N1 P1,10.92367463,748.5286655,32.51781348,0.242520298
10.02_746.5129m/z,746.5129,10.02,Accucore_C18_neg,7.4E+05,1.3E+06,2.0E+06,8.5E+05,6.3E+05,1.5E+06,6.1E+05,3.2E+05,2.9E+05,4.0E+05,2.8E+06,2.0E+06,3.6E+05,1.8E+06,4.7E+05,2.3E+05,2.7E+06,1.1E+06,1.3E+06,1.1E+06,PE(18:2e/20:5)-H,(18:2e/20:5),PE,C43 H73 O7 N1 P1,9.922093157,746.5130155,19.90860611,0.387101558
13.75_802.5743m/z,802.5743,13.75,Accucore_C18_pos,5.6E+05,5.6E+05,9.4E+05,5.7E+05,4.1E+05,8.0E+05,5.1E+05,3.2E+05,2.5E+05,3.9E+05,1.0E+06,1.2E+06,3.9E+05,8.1E+05,5.5E+05,3.3E+05,1.1E+06,2.9E+05,3.7E+05,3.7E+05,PE(18:2e/22:3)+Na,(18:2e/22:3),PE,C45 H82 O7 N1 P1 Na1,13.71506388,802.5721135,15.07776914,0.423781591
9.60_772.5303m/z,772.5303,9.60,Accucore_C18_pos,3.2E+05,2.7E+05,6.9E+05,3.7E+05,1.8E+05,5.2E+05,2.4E+05,1.5E+05,1.0E+05,1.8E+05,8.1E+05,8.7E+05,1.5E+05,8.4E+05,4.0E+05,1.1E+05,9.2E+05,4.0E+05,2.9E+05,3.3E+05,PE(18:2p/22:6)+H,(18:2p/22:6),PE,C45 H75 O7 N1 P1,9.372621369,772.5275685,15.16541295,0.251382913
9.37_772.5303m/z,772.5303,9.37,Accucore_C18_pos,7.4E+05,5.2E+05,1.2E+06,8.1E+05,4.9E+05,1.0E+06,6.7E+05,3.8E+05,3.6E+05,4.9E+05,1.5E+06,1.7E+06,3.6E+05,1.7E+06,9.1E+05,2.6E+05,1.7E+06,7.3E+05,7.7E+05,8.0E+05,PE(18:2p/22:6)+H| PE(18:3e/22:6)+H,(18:2p/22:6)| (18:3e/22:6),PE| PE,C45 H75 O7 N1 P1| C45 H75 O7 N1 P1,9.3726213692554| 9.31228189496775,772.52756847| 772.52756847,15.1654129488916| 9.13240197763033,0.251382913025599| 0.107243617922273
10.04_696.4987m/z,696.4987,10.04,Accucore_C18_neg,4.2E+04,4.8E+04,1.1E+05,5.4E+04,2.2E+04,1.3E+05,1.2E+04,5.2E+03,3.2E+03,4.0E+03,3.0E+05,2.5E+05,4.2E+03,2.1E+05,3.6E+04,1.1E+03,3.4E+05,1.9E+04,4.0E+04,5.0E+04,PE(18:3e/16:1)-H,(18:3e/16:1),PE,C39 H71 O7 N1 P1,10.04053628,696.4973655,6.331620195,0.574442891
10.04_722.5145m/z,722.5145,10.04,Accucore_C18_neg,1.3E+04,3.1E+04,3.3E+04,1.6E+04,5.1E+03,4.8E+04,1.0E+04,1.1E+03,1.3E+03,6.8E+03,1.1E+05,9.1E+04,1.9E+03,8.3E+04,6.9E+03,2.7E+03,1.3E+05,2.3E+04,2.5E+04,7.4E+03,PE(18:3e/18:2)-H,(18:3e/18:2),PE,C41 H73 O7 N1 P1,10.08557692,722.5130155,5.071885486,0.152893854
14.50_782.5718m/z,782.5718,14.50,Accucore_C18_neg,8.7E+04,8.4E+04,2.1E+05,9.1E+04,5.9E+04,1.4E+05,8.4E+04,4.4E+04,3.1E+04,7.1E+04,2.1E+05,2.8E+05,5.5E+04,2.1E+05,9.1E+04,2.6E+04,2.5E+05,1.0E+05,1.1E+05,9.9E+04,PE(19:0/20:3)-H,(19:0/20:3),PE,C44 H81 O8 N1 P1,14.59673972,782.5705305,10.60978693,0.070085049
12.72_756.5552m/z,756.5552,12.72,Accucore_C18_neg,1.5E+06,1.4E+06,2.4E+06,1.5E+06,1.3E+06,2.3E+06,1.6E+06,9.0E+05,1.1E+06,1.3E+06,2.1E+06,2.4E+06,1.1E+06,2.2E+06,1.5E+06,8.0E+05,2.3E+06,1.5E+06,1.5E+06,1.4E+06,PE(19:1/18:1)-H,(19:1/18:1),PE,C42 H79 O8 N1 P1,12.67927882,756.5548805,19.28190124,0.715738309
10.82_756.5567m/z,756.5567,10.82,Accucore_C18_neg,2.3E+05,2.0E+05,3.5E+05,1.8E+05,1.7E+05,3.0E+05,2.3E+05,1.6E+05,1.8E+05,2.4E+05,3.3E+05,3.5E+05,2.2E+05,3.0E+05,2.3E+05,1.4E+05,3.5E+05,2.0E+05,2.0E+05,1.8E+05,PE(19:1/18:1)-H,(19:1/18:1),PE,C42 H79 O8 N1 P1,10.60562481,756.5548805,3.450633398,2.702885643
11.60_770.5723m/z,770.5723,11.60,Accucore_C18_neg,7.5E+05,8.1E+05,1.2E+06,6.4E+05,5.5E+05,8.4E+05,6.9E+05,6.3E+05,5.0E+05,8.8E+05,1.1E+06,1.0E+06,6.7E+05,8.9E+05,6.2E+05,4.7E+05,1.0E+06,5.5E+05,5.3E+05,5.8E+05,PE(20:1/18:1)-H,(20:1/18:1),PE,C43 H81 O8 N1 P1,11.69131695,770.5705305,7.400543134,3.107579577
11.73_792.5583m/z,792.5583,11.73,Accucore_C18_neg,1.8E+06,2.0E+06,3.0E+06,1.9E+06,1.4E+06,2.4E+06,1.5E+06,1.1E+06,1.0E+06,1.6E+06,3.5E+06,3.3E+06,1.3E+06,3.4E+06,1.8E+06,1.0E+06,3.3E+06,2.6E+06,2.5E+06,2.6E+06,PE(20:1/20:4)-H,(20:1/20:4),PE,C45 H79 O8 N1 P1,11.7150133,792.5548805,23.81573828,0.371706385
12.47_780.5919m/z,780.5919,12.47,Accucore_C18_pos,8.8E+05,1.1E+06,1.7E+06,8.4E+05,8.2E+05,1.4E+06,8.9E+05,5.3E+05,5.7E+05,7.6E+05,2.2E+06,1.8E+06,7.6E+05,1.6E+06,8.7E+05,5.7E+05,2.1E+06,6.2E+05,8.2E+05,9.7E+05,PE(20:1e/20:4)+H,(20:1e/20:4),PE,C45 H83 O7 N1 P1,12.481,780.5901685,12.77350071,1.535517447
8.83_788.5246m/z,788.5246,8.83,Accucore_C18_pos,2.2E+06,2.1E+06,4.2E+06,2.3E+06,1.6E+06,3.5E+06,1.9E+06,1.3E+06,1.1E+06,2.0E+06,4.5E+06,5.5E+06,1.5E+06,5.2E+06,2.6E+06,9.8E+05,5.1E+06,2.5E+06,2.5E+06,2.4E+06,PE(20:4/20:4)+H,(20:4/20:4),PE,C45 H75 O8 N1 P1,8.837985608,788.5224835,22.51719707,0.266775852
13.46_740.5614m/z,740.5614,13.46,Accucore_C18_pos,4.6E+06,3.3E+06,7.9E+06,5.0E+06,2.3E+06,6.6E+06,4.2E+06,2.2E+06,1.6E+06,3.5E+06,6.9E+06,1.3E+07,2.6E+06,7.1E+06,5.2E+06,1.5E+06,9.8E+06,4.1E+06,4.0E+06,3.9E+06,PE(20:4e/17:0)+H,(20:4e/17:0),PE,C42 H79 O7 N1 P1,13.44966127,740.5588685,9.77535376,1.182614297
12.88_740.5609m/z,740.5609,12.88,Accucore_C18_pos,4.4E+06,3.4E+06,5.0E+06,4.9E+06,3.0E+06,4.6E+06,4.4E+06,2.7E+06,2.5E+06,3.8E+06,4.3E+06,6.8E+06,2.8E+06,5.2E+06,5.2E+06,2.3E+06,5.6E+06,2.3E+06,2.3E+06,2.5E+06,PE(20:4e/17:0)+H,(20:4e/17:0),PE,C42 H79 O7 N1 P1,12.86836818,740.5588685,8.288470094,0.545192631
